index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,1.0,760.8
1.0,3.0,3.0,0.0,7.0,149.4
1.0,10.0,16.0,0.0,15.0,424.8
1.0,17.0,35.0,0.0,21.0,242.4
1.0,29.0,62.0,0.0,31.0,1140.7
1.0,52.0,86.0,0.0,41.0,1576.6
1.0,76.0,115.0,0.0,51.0,1771.7
1.0,100.0,146.0,0.0,62.0,2256.1
1.0,143.0,178.0,0.0,71.0,18.4
1.0,194.0,226.0,0.0,81.0,18.3
1.0,245.0,274.0,0.0,91.0,20.4
1.0,298.0,326.0,0.0,102.0,24.6
1.0,357.0,384.0,0.0,112.0,31.8
1.0,419.0,444.0,0.0,122.0,66.2
1.0,487.0,508.0,0.0,132.0,270.5
1.0,557.0,577.0,0.0,143.0,596.1
1.0,628.0,648.0,0.0,153.0,941.4
1.0,702.0,724.0,0.0,163.0,1179.5
1.0,783.0,805.0,0.0,173.0,1488.1
1.0,867.0,888.0,0.0,184.0,1433.5
1.0,952.0,973.0,0.0,193.0,1274.4
1.0,1039.0,1059.0,0.0,203.0,1178.8
1.0,1133.0,1149.0,0.0,213.0,848.2
1.0,1231.0,1242.0,0.0,224.0,606.3
1.0,1327.0,1336.0,0.0,234.0,475.7
1.0,1425.0,1433.0,0.0,244.0,244.8
1.0,1525.0,1534.0,0.0,254.0,142.5
1.0,1625.0,1635.0,0.0,264.0,47.2
1.0,1730.0,1739.0,0.0,275.0,15.2
1.0,1839.0,1848.0,0.0,285.0,11.3
1.0,1947.0,1956.0,0.0,294.0,13.9
1.0,2059.0,2068.0,0.0,304.0,14.6
1.0,2171.0,2184.0,0.0,315.0,14.1
1.0,2283.0,2297.0,0.0,325.0,895.9
1.0,2400.0,2412.0,0.0,335.0,711.8
1.0,2521.0,2529.0,0.0,345.0,537.5
1.0,2643.0,2651.0,0.0,356.0,363.8
1.0,2769.0,2776.0,0.0,366.0,205.5
1.0,2895.0,2897.0,0.0,376.0,88.8
1.0,3020.0,3022.0,0.0,386.0,30.3
1.0,3151.0,3150.0,0.0,397.0,12.5
1.0,3283.0,3279.0,0.0,406.0,13.4
1.0,3416.0,3412.0,0.0,416.0,13.5
1.0,3551.0,3544.0,0.0,426.0,13.5
1.0,3687.0,3677.0,0.0,437.0,16.9
1.0,3825.0,3815.0,0.0,447.0,15.9
1.0,3965.0,3955.0,0.0,457.0,17.8
1.0,4104.0,4094.0,0.0,467.0,23.1
1.0,4245.0,4236.0,0.0,477.0,38.3
1.0,4388.0,4380.0,0.0,488.0,123.7
1.0,4532.0,4526.0,0.0,498.0,374.3
1.0,4678.0,4670.0,0.0,508.0,645.4
1.0,4827.0,4815.0,0.0,517.0,861.9
1.0,4971.0,4961.0,0.0,528.0,982.0
1.0,5119.0,5111.0,0.0,538.0,1202.8
1.0,5267.0,5260.0,0.0,548.0,1140.8
1.0,5415.0,5412.0,0.0,558.0,948.5
1.0,5566.0,5564.0,0.0,569.0,15.4
1.0,5719.0,5717.0,0.0,579.0,18.3
1.0,5873.0,5873.0,0.0,589.0,22.8
1.0,6027.0,6028.0,0.0,599.0,47.7
1.0,6181.0,6185.0,0.0,610.0,191.8
1.0,6339.0,6344.0,0.0,620.0,465.6
1.0,6499.0,6504.0,0.0,629.0,718.3
1.0,6659.0,6664.0,0.0,639.0,830.6
1.0,6818.0,6824.0,0.0,650.0,986.6
1.0,6979.0,6986.0,0.0,660.0,1136.4
1.0,7141.0,7150.0,0.0,670.0,1061.4
1.0,7303.0,7316.0,0.0,680.0,868.0
1.0,7465.0,7482.0,0.0,690.0,716.9
1.0,7631.0,7650.0,0.0,701.0,497.5
1.0,7800.0,7821.0,0.0,711.0,365.7
1.0,7967.0,7991.0,0.0,721.0,200.9
1.0,8137.0,8164.0,0.0,730.0,100.0
1.0,8307.0,8338.0,0.0,741.0,40.6
1.0,8478.0,8512.0,0.0,751.0,12.7
1.0,8647.0,8686.0,0.0,761.0,11.3
