index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,1.0,17.3
1.0,5.0,3.0,0.0,8.0,17.1
1.0,15.0,10.0,0.0,14.0,1965.2
1.0,25.0,16.0,0.0,20.0,2177.5
1.0,41.0,28.0,0.0,30.0,2221.5
1.0,65.0,49.0,0.0,41.0,1918.6
1.0,93.0,70.0,0.0,51.0,1751.2
1.0,127.0,94.0,0.0,61.0,1499.5
1.0,167.0,130.0,0.0,71.0,980.6
1.0,215.0,174.0,0.0,82.0,607.4
1.0,266.0,224.0,0.0,92.0,428.0
1.0,317.0,280.0,0.0,102.0,196.3
1.0,367.0,335.0,0.0,111.0,66.9
1.0,423.0,396.0,0.0,121.0,15.9
1.0,484.0,461.0,0.0,132.0,15.8
1.0,551.0,530.0,0.0,142.0,15.6
1.0,622.0,604.0,0.0,152.0,16.4
1.0,695.0,678.0,0.0,162.0,17.1
1.0,775.0,757.0,0.0,173.0,19.5
1.0,856.0,840.0,0.0,183.0,20.1
1.0,939.0,921.0,0.0,193.0,26.0
1.0,1023.0,1005.0,0.0,203.0,49.5
1.0,1111.0,1093.0,0.0,214.0,175.9
1.0,1205.0,1184.0,0.0,223.0,498.0
1.0,1299.0,1280.0,0.0,233.0,824.8
1.0,1395.0,1378.0,0.0,243.0,1075.0
1.0,1494.0,1478.0,0.0,254.0,14.2
1.0,1594.0,1580.0,0.0,264.0,15.1
1.0,1693.0,1681.0,0.0,274.0,17.1
1.0,1797.0,1787.0,0.0,284.0,16.5
1.0,1903.0,1897.0,0.0,295.0,15.3
1.0,2013.0,2009.0,0.0,305.0,20.4
1.0,2126.0,2122.0,0.0,315.0,29.7
1.0,2239.0,2236.0,0.0,324.0,63.9
1.0,2353.0,2352.0,0.0,334.0,275.2
1.0,2473.0,2469.0,0.0,345.0,582.1
1.0,2592.0,2589.0,0.0,355.0,858.7
1.0,2715.0,2714.0,0.0,365.0,1103.7
1.0,2839.0,2839.0,0.0,375.0,1175.3
1.0,2963.0,2963.0,0.0,386.0,1211.0
1.0,3089.0,3090.0,0.0,396.0,1054.2
1.0,3216.0,3220.0,0.0,406.0,926.5
1.0,3346.0,3352.0,0.0,416.0,688.5
1.0,3476.0,3483.0,0.0,427.0,498.4
1.0,3609.0,3617.0,0.0,436.0,328.8
