encoder,seconds,current (A),charge (C)
2029.0,0.308,0.032500000000000001,0.01001
2110.0,0.315,0.055799999999999995,0.017576999999999999
2192.0,0.32200000000000001,0.1633,0.0525826
2447.0,0.34499999999999997,0.69120000000000004,0.23846399999999998
2533.0,0.35299999999999998,0.010500000000000001,0.0037065000000000002
2799.0,0.375,0.0144,0.0054000000000000003
2892.0,0.38200000000000001,0.0124,0.0047368000000000002
3362.0,0.41999999999999998,0.52000000000000002,0.21840000000000001
3460.0,0.42799999999999999,0.3947,0.16893159999999999
3755.0,0.45100000000000001,0.126,0.056826000000000002
3854.0,0.45800000000000002,0.058999999999999997,0.027022000000000001
4160.0,0.48099999999999998,0.0114,0.0054834000000000003
4264.0,0.48899999999999999,0.97560000000000002,0.4770684
4368.0,0.496,1.0407999999999999,0.51623679999999994
4473.0,0.503,0.012800000000000001,0.0064384000000000004
4578.0,0.51100000000000001,0.013599999999999999,0.0069495999999999994
4686.0,0.51800000000000002,1.0176000000000001,0.52711680000000005
4794.0,0.52600000000000002,0.79289999999999994,0.41706539999999998
4904.0,0.53400000000000003,0.016500000000000001,0.0088110000000000011
5012.0,0.54100000000000004,0.018600000000000002,0.010062600000000001
5342.0,0.56399999999999995,0.054700000000000006,0.030850800000000001
5455.0,0.57199999999999995,0.13440000000000002,0.076876800000000009
6020.0,0.60899999999999999,0.011800000000000001,0.0071862000000000011
6136.0,0.61699999999999999,0.98150000000000004,0.6055855
7199.0,0.68400000000000005,0.035999999999999997,0.024624
7322.0,0.69199999999999995,0.076499999999999999,0.052937999999999992
7694.0,0.71499999999999997,0.53070000000000006,0.37945050000000002
7819.0,0.72199999999999998,0.66970000000000007,0.48352340000000005
8445.0,0.76000000000000001,0.0096999999999999986,0.0073719999999999992
8574.0,0.76700000000000002,0.0134,0.0102778
8952.0,0.79000000000000004,0.0155,0.012245000000000001
9080.0,0.79800000000000004,0.39560000000000001,0.31568880000000005
9208.0,0.80500000000000005,0.26719999999999999,0.21509600000000001
9335.0,0.81200000000000006,0.053600000000000002,0.043523200000000005
9462.0,0.82099999999999995,0.14999999999999999,0.12314999999999998
9592.0,0.82799999999999996,0.075799999999999992,0.062762399999999996
9723.0,0.83499999999999996,0.032399999999999998,0.027053999999999998
9854.0,0.84299999999999997,0.5806,0.48944579999999999
9982.0,0.84999999999999998,0.76690000000000003,0.65186500000000003
10373.0,0.873,1.0366,0.90495179999999997
10505.0,0.88100000000000001,0.011900000000000001,0.010483900000000001
10906.0,0.90400000000000003,0.66349999999999998,0.599804
11039.0,0.91100000000000003,0.015800000000000002,0.014393800000000002
11438.0,0.93300000000000005,0.036700000000000003,0.034241100000000003
11574.0,0.94099999999999995,0.084400000000000003,0.079420400000000002
11987.0,0.96399999999999997,0.50800000000000001,0.48971199999999998
12123.0,0.97099999999999997,0.68810000000000004,0.66814510000000005
12260.0,0.97799999999999998,0.010800000000000001,0.0105624
12402.0,0.98599999999999999,0.012500000000000001,0.012325000000000001
12542.0,0.99399999999999999,1.0649000000000002,1.0585106000000002
12954.0,1.016,0.89439999999999997,0.90871040000000003
13090.0,1.024,0.64890000000000003,0.6644736
13507.0,1.0469999999999999,0.33689999999999998,0.35273429999999995
13648.0,1.054,0.2581,0.27203739999999998
14076.0,1.077,0.064399999999999999,0.069358799999999998
14219.0,1.085,0.028300000000000002,0.0307055
14641.0,1.107,0.0106,0.0117342
14784.0,1.1140000000000001,0.87090000000000001,0.97018260000000012
15506.0,1.1519999999999999,0.5806,0.66885119999999998
15652.0,1.1599999999999999,0.016899999999999998,0.019603999999999996
15802.0,1.1679999999999999,0.016399999999999998,0.019155199999999997
15951.0,1.175,0.32550000000000001,0.38246250000000004
16095.0,1.1830000000000001,0.186,0.22003800000000001
16237.0,1.1899999999999999,0.086199999999999999,0.10257799999999999
16386.0,1.1970000000000001,0.23219999999999999,0.27794340000000001
16533.0,1.206,0.043700000000000003,0.052702200000000005
16684.0,1.2130000000000001,0.016899999999999998,0.020499699999999999
17143.0,1.236,0.86620000000000008,1.0706232
17293.0,1.2430000000000001,0.010699999999999999,0.0133001
17748.0,1.2669999999999999,0.75609999999999999,0.95797869999999996
17896.0,1.2749999999999999,0.60099999999999998,0.76627499999999993
18349.0,1.298,0.021999999999999999,0.028555999999999998
18502.0,1.306,0.21719999999999998,0.2836632
18961.0,1.3280000000000001,0.35370000000000001,0.46971360000000006
19116.0,1.337,0.496,0.66315199999999996
19582.0,1.359,0.0106,0.0144054
19741.0,1.367,0.010800000000000001,0.0147636
19902.0,1.3759999999999999,0.93829999999999991,1.2911007999999997
20061.0,1.383,0.86670000000000003,1.1986460999999999
20219.0,1.391,0.70510000000000006,0.98079410000000011
20693.0,1.4139999999999999,0.014999999999999999,0.02121
20852.0,1.423,0.0223,0.031732900000000001
21323.0,1.4450000000000001,0.084599999999999995,0.12224699999999999
21480.0,1.4530000000000001,0.0378,0.054923400000000004
21956.0,1.4770000000000001,0.71689999999999998,1.0588613
22114.0,1.4850000000000001,0.0104,0.015444000000000001
22920.0,1.524,0.013099999999999999,0.019964399999999997
23080.0,1.532,0.50160000000000005,0.76845120000000011
23549.0,1.5549999999999999,0.041399999999999999,0.06437699999999999
23712.0,1.5629999999999999,0.093700000000000006,0.1464531
24527.0,1.603,0.0104,0.016671200000000001
24692.0,1.6100000000000001,0.0126,0.020286000000000002
24857.0,1.6180000000000001,0.010699999999999999,0.017312600000000001
25021.0,1.6259999999999999,0.88790000000000002,1.4437253999999999
25179.0,1.6339999999999999,0.74850000000000005,1.2230490000000001
25337.0,1.6419999999999999,0.70540000000000003,1.1582668
25495.0,1.6499999999999999,0.013300000000000001,0.021944999999999999

