encoder,seconds,current (A),charge (C)
2163.0,0.32100000000000001,0.1719,0.055179899999999997
2247.0,0.32900000000000001,0.43689999999999996,0.14374009999999998
2504.0,0.35099999999999998,0.98020000000000007,0.34405020000000003
2590.0,0.35899999999999999,1.1945999999999999,0.42886139999999995
3037.0,0.39600000000000002,0.016500000000000001,0.0065340000000000007
3129.0,0.40400000000000003,0.78420000000000001,0.31681680000000001
3413.0,0.42699999999999999,0.038100000000000002,0.016268700000000001
3509.0,0.434,0.18880000000000002,0.081939200000000004
4000.0,0.47199999999999998,0.012500000000000001,0.0058999999999999999
4100.0,0.47899999999999998,1.1094000000000002,0.53140260000000006
4201.0,0.48699999999999999,0.0129,0.0062823000000000002
4302.0,0.495,0.0135,0.0066825000000000001
4405.0,0.503,1.1375,0.57216250000000002
4510.0,0.51000000000000001,0.94059999999999999,0.47970600000000002
4615.0,0.51700000000000002,0.016300000000000002,0.0084271000000000016
4720.0,0.52500000000000002,0.019,0.0099749999999999995
4826.0,0.53200000000000003,0.46179999999999999,0.2456776
5147.0,0.55500000000000005,0.1177,0.065323500000000007
5256.0,0.56200000000000006,0.093200000000000005,0.052378400000000006
5587.0,0.58599999999999997,0.91900000000000004,0.53853399999999996
5699.0,0.59299999999999997,0.011900000000000001,0.0070567
6037.0,0.61499999999999999,0.013300000000000001,0.008179500000000001
6151.0,0.623,0.013699999999999999,0.0085350999999999986
6734.0,0.66000000000000003,0.31489999999999996,0.20783399999999999
6852.0,0.66900000000000004,0.19,0.12711
6973.0,0.67600000000000005,0.1736,0.11735360000000002
7094.0,0.68300000000000005,0.36469999999999997,0.24909010000000001
7214.0,0.69099999999999995,0.028000000000000001,0.019348000000000001
7333.0,0.69799999999999995,0.0123,0.0085854
7452.0,0.70499999999999996,0.88829999999999998,0.62625149999999996
7574.0,0.71399999999999997,0.011800000000000001,0.0084252000000000007
7695.0,0.72099999999999997,0.0124,0.0089403999999999994
8062.0,0.74299999999999999,0.0134,0.0099562000000000001
