encoder,seconds,current (A),charge (C)
2152.0,0.40500000000000003,0.085599999999999996,0.034667999999999997
2210.0,0.41199999999999998,0.0441,0.0181692
2389.0,0.435,0.0147,0.0063945
2451.0,0.443,0.0154,0.0068222000000000005
2514.0,0.45000000000000001,1.1484000000000001,0.51678000000000002
2577.0,0.45700000000000002,0.0161,0.0073577
2641.0,0.46500000000000002,0.0161,0.0074865000000000001
2702.0,0.47199999999999998,0.91039999999999999,0.42970879999999995
2764.0,0.47999999999999998,0.72260000000000002,0.34684799999999999
2827.0,0.48799999999999999,0.019899999999999998,0.009711199999999998
2894.0,0.495,0.024899999999999999,0.0123255
3106.0,0.51700000000000002,0.1421,0.073465700000000009
3175.0,0.52600000000000002,0.32450000000000001,0.17068700000000001
3367.0,0.54800000000000004,0.78510000000000002,0.43023480000000003
3429.0,0.55500000000000005,0.0149,0.0082695000000000008
3755.0,0.59299999999999997,0.017600000000000001,0.0104368
3822.0,0.59999999999999998,0.68659999999999999,0.41195999999999999
4026.0,0.623,0.32239999999999996,0.20085519999999998
4095.0,0.63100000000000001,0.21430000000000002,0.13522330000000002
4444.0,0.66800000000000004,0.88490000000000002,0.59111320000000001
4518.0,0.67600000000000005,0.82669999999999999,0.55884920000000005
4592.0,0.68300000000000005,0.014500000000000001,0.0099035000000000008
4668.0,0.69199999999999995,0.014800000000000001,0.0102416
4745.0,0.69899999999999995,0.9415,0.65810849999999999
4823.0,0.70599999999999996,0.92000000000000004,0.64951999999999999
4899.0,0.71399999999999997,0.0141,0.010067399999999999
4977.0,0.72099999999999997,0.67979999999999996,0.49013579999999995
5053.0,0.72799999999999998,0.50029999999999997,0.36421839999999994
5284.0,0.752,0.2155,0.16205600000000001
5360.0,0.75900000000000001,0.1331,0.1010229
5581.0,0.78200000000000003,0.016800000000000002,0.013137600000000003
5655.0,0.78900000000000003,0.0135,0.0106515
6055.0,0.82699999999999996,0.86370000000000002,0.71427989999999997
6136.0,0.83499999999999996,0.017999999999999999,0.015029999999999998
6359.0,0.85699999999999998,0.38869999999999999,0.33311589999999996
6434.0,0.86499999999999999,0.034099999999999998,0.029496499999999998
6513.0,0.872,0.056799999999999996,0.0495296
6593.0,0.88,0.13109999999999999,0.115368
6673.0,0.88700000000000001,0.073799999999999991,0.065460599999999994
6754.0,0.89400000000000002,0.47289999999999999,0.4227726
6835.0,0.90200000000000002,0.016500000000000001,0.014883
7223.0,0.93999999999999995,0.013800000000000002,0.012972000000000001
7293.0,0.94799999999999995,0.92289999999999994,0.87490919999999994
7364.0,0.95499999999999996,0.7873,0.75187149999999991
7442.0,0.96299999999999997,0.017399999999999999,0.016756199999999999
7524.0,0.96999999999999997,0.018600000000000002,0.018042000000000002
7607.0,0.97699999999999998,0.3861,0.37721969999999999
7692.0,0.98499999999999999,0.25650000000000001,0.2526525
7777.0,0.99299999999999999,0.059400000000000001,0.058984200000000001
7862.0,1.0009999999999999,0.126,0.12612599999999999
7945.0,1.008,0.066599999999999993,0.067132799999999992
8024.0,1.0149999999999999,0.50019999999999998,0.5077029999999999
8100.0,1.0229999999999999,0.62339999999999995,0.63773819999999992
8178.0,1.03,0.0152,0.015656

