index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,0.0,94.9
1.0,2.0,3.0,0.0,7.0,1569.2
1.0,16.0,10.0,0.0,13.0,1933.6
1.0,40.0,17.0,0.0,21.0,20.7
1.0,83.0,28.0,0.0,30.0,19.1
1.0,122.0,58.0,0.0,40.0,19.2
1.0,154.0,89.0,0.0,50.0,21.7
1.0,192.0,118.0,0.0,61.0,21.2
1.0,238.0,154.0,0.0,71.0,24.4
1.0,288.0,200.0,0.0,81.0,32.0
1.0,344.0,257.0,0.0,91.0,63.2
1.0,402.0,319.0,0.0,101.0,238.8
1.0,462.0,388.0,0.0,112.0,657.0
1.0,529.0,462.0,0.0,122.0,1043.7
1.0,598.0,537.0,0.0,132.0,1360.2
1.0,676.0,613.0,0.0,142.0,1588.2
1.0,756.0,696.0,0.0,152.0,1626.5
1.0,839.0,785.0,0.0,162.0,1527.1
1.0,928.0,875.0,0.0,172.0,1356.7
1.0,1022.0,965.0,0.0,182.0,965.0
1.0,1118.0,1060.0,0.0,193.0,806.7
1.0,1214.0,1160.0,0.0,203.0,505.6
1.0,1316.0,1262.0,0.0,213.0,348.9
1.0,1422.0,1370.0,0.0,223.0,158.1
1.0,1528.0,1479.0,0.0,234.0,65.6
1.0,1634.0,1589.0,0.0,244.0,20.3
1.0,1744.0,1703.0,0.0,254.0,14.3
1.0,1858.0,1818.0,0.0,263.0,15.0
1.0,1976.0,1936.0,0.0,274.0,1563.7
1.0,2098.0,2061.0,0.0,284.0,1349.3
1.0,2222.0,2186.0,0.0,294.0,1056.3
1.0,2346.0,2312.0,0.0,304.0,831.8
1.0,2474.0,2440.0,0.0,314.0,619.1
1.0,2605.0,2570.0,0.0,325.0,409.7
1.0,2737.0,2703.0,0.0,335.0,244.0
1.0,2868.0,2839.0,0.0,345.0,127.4
1.0,3002.0,2978.0,0.0,355.0,46.3
1.0,3141.0,3117.0,0.0,366.0,14.4
1.0,3280.0,3259.0,0.0,375.0,13.3
1.0,3420.0,3403.0,0.0,385.0,14.2
1.0,3561.0,3548.0,0.0,395.0,14.3
1.0,3705.0,3694.0,0.0,406.0,14.9
1.0,3854.0,3844.0,0.0,416.0,16.0
1.0,4004.0,3994.0,0.0,426.0,18.2
1.0,4154.0,4150.0,0.0,436.0,21.5
1.0,4308.0,4304.0,0.0,447.0,34.2
1.0,4465.0,4460.0,0.0,457.0,88.5
1.0,4624.0,4621.0,0.0,467.0,339.9
1.0,4783.0,4782.0,0.0,476.0,701.9
1.0,4946.0,4942.0,0.0,487.0,13.1
1.0,5113.0,5106.0,0.0,497.0,12.3
1.0,5280.0,5273.0,0.0,507.0,13.2
1.0,5446.0,5440.0,0.0,517.0,14.0
1.0,5615.0,5607.0,0.0,527.0,14.7
1.0,5786.0,5777.0,0.0,538.0,15.1
1.0,5957.0,5950.0,0.0,548.0,17.8
1.0,6130.0,6123.0,0.0,558.0,22.7
1.0,6303.0,6294.0,0.0,568.0,38.1
1.0,6478.0,6469.0,0.0,579.0,119.8
1.0,6650.0,6646.0,0.0,588.0,412.3
1.0,6827.0,6825.0,0.0,598.0,666.1
1.0,7007.0,7005.0,0.0,608.0,845.0
1.0,7189.0,7188.0,0.0,619.0,1120.0
1.0,7370.0,7369.0,0.0,629.0,1107.2
1.0,7554.0,7549.0,0.0,639.0,1150.0
1.0,7740.0,7734.0,0.0,649.0,1004.1
1.0,7928.0,7918.0,0.0,660.0,780.8
1.0,8118.0,8104.0,0.0,670.0,595.1
1.0,8308.0,8291.0,0.0,680.0,383.5
1.0,8497.0,8478.0,0.0,690.0,254.6
1.0,8686.0,8667.0,0.0,699.0,144.1
1.0,8878.0,8859.0,0.0,710.0,455.0
1.0,9068.0,9053.0,0.0,720.0,19.6
1.0,9260.0,9245.0,0.0,730.0,909.2
1.0,9452.0,9439.0,0.0,740.0,1059.3
1.0,9642.0,9633.0,0.0,751.0,1101.2
1.0,9834.0,9829.0,0.0,761.0,1015.6
1.0,10030.0,10029.0,0.0,771.0,12.7
1.0,10228.0,10231.0,0.0,781.0,15.2
1.0,10430.0,10431.0,0.0,792.0,479.0
1.0,10630.0,10633.0,0.0,802.0,332.0
1.0,10829.0,10834.0,0.0,811.0,200.5
1.0,11026.0,11035.0,0.0,821.0,106.5
1.0,11229.0,11237.0,0.0,832.0,41.2
1.0,11430.0,11441.0,0.0,842.0,14.1
1.0,11630.0,11645.0,0.0,852.0,11.6
1.0,11833.0,11854.0,0.0,862.0,12.5
1.0,12040.0,12065.0,0.0,873.0,11.8
