encoder,seconds,current (A),charge (C)
2201.0,0.39700000000000002,0.033500000000000002,0.013299500000000002
3952.0,0.55500000000000005,0.014999999999999999,0.0083250000000000008
4046.0,0.56299999999999994,0.93149999999999999,0.52443449999999991
4723.0,0.61599999999999999,0.066799999999999998,0.041148799999999999
4823.0,0.624,0.030899999999999997,0.019281599999999999
5126.0,0.64600000000000002,0.012800000000000001,0.0082688000000000015
5229.0,0.65300000000000002,0.012999999999999999,0.008489
5524.0,0.67600000000000005,0.0166,0.011221600000000002
5620.0,0.68400000000000005,0.0166,0.011354400000000001
5720.0,0.69099999999999995,0.61050000000000004,0.42185549999999999
5823.0,0.69799999999999995,0.4859,0.33915819999999997
5930.0,0.70699999999999996,0.032399999999999998,0.022906799999999998
10141.0,0.98499999999999999,1.0261,1.0107085
10259.0,0.99299999999999999,0.011300000000000001,0.011220900000000001
11855.0,1.091,0.0112,0.0122192
11978.0,1.099,0.013300000000000001,0.014616700000000002
12102.0,1.1060000000000001,1.0687,1.1819822
15272.0,1.294,0.039399999999999998,0.050983599999999997
15400.0,1.3029999999999999,0.6147999999999999,0.80108439999999981
15532.0,1.3100000000000001,0.77949999999999997,1.021145
15932.0,1.3320000000000001,1.0911999999999999,1.4534784000000001
16063.0,1.339,1.0191000000000001,1.3645749
16440.0,1.3620000000000001,0.62729999999999997,0.85438259999999999
16562.0,1.3700000000000001,0.018800000000000001,0.025756000000000005
17981.0,1.4530000000000001,0.0124,0.018017200000000001
18110.0,1.46,0.83750000000000002,1.22275
21132.0,1.6339999999999999,0.5707000000000001,0.93252380000000012
21259.0,1.6419999999999999,0.0101,0.016584199999999997
25941.0,1.9059999999999999,0.79589999999999994,1.5169853999999998
26077.0,1.913,0.69720000000000004,1.3337436
26980.0,1.966,0.026600000000000002,0.052295600000000005
27118.0,1.9730000000000001,0.0124,0.024465199999999999
27812.0,2.0110000000000001,0.90070000000000006,1.8113077000000002
27942.0,2.0179999999999998,0.013599999999999999,0.027444799999999995
28073.0,2.0270000000000001,0.014800000000000001,0.029999600000000005
28476.0,2.0489999999999999,0.030300000000000001,0.0620847
28613.0,2.056,0.18509999999999999,0.3805656
29038.0,2.0790000000000002,0.53800000000000003,1.1185020000000001
29182.0,2.0870000000000002,0.010699999999999999,0.022330900000000001
33714.0,2.3359999999999999,0.95440000000000003,2.2294784000000001
33858.0,2.343,0.0123,0.028818900000000001
34004.0,2.3500000000000001,0.0129,0.030315000000000002

