encoder,seconds,current (A),charge (C)
2146.0,0.30599999999999999,0.026800000000000001,0.0082007999999999994
2224.0,0.313,0.91200000000000003,0.28545599999999999
2468.0,0.33600000000000002,0.0146,0.0049056000000000004
2555.0,0.34399999999999997,1.2629999999999999,0.43447199999999991
2827.0,0.36599999999999999,0.0161,0.0058925999999999996
2919.0,0.373,0.6119,0.22823869999999999
3009.0,0.38200000000000001,0.45319999999999999,0.17312240000000001
3098.0,0.38900000000000001,0.039,0.015171
3185.0,0.39700000000000002,0.089999999999999997,0.035729999999999998
3466.0,0.41899999999999998,0.6967000000000001,0.29191730000000005
3564.0,0.42699999999999999,0.91770000000000007,0.39185790000000004
4046.0,0.46400000000000002,0.0149,0.0069136000000000006
4142.0,0.47199999999999998,0.82229999999999992,0.38812559999999996
4444.0,0.49399999999999999,0.027100000000000003,0.013387400000000001
4549.0,0.502,0.27139999999999997,0.1362428
4867.0,0.52500000000000002,0.48499999999999999,0.25462499999999999
4971.0,0.53200000000000003,0.0184,0.0097888000000000003
5075.0,0.54000000000000004,0.011800000000000001,0.0063720000000000009
5179.0,0.54700000000000004,1.0892999999999999,0.59584709999999996
5285.0,0.55500000000000005,0.012800000000000001,0.0071040000000000009
5393.0,0.56299999999999994,0.0121,0.0068122999999999994
5503.0,0.56999999999999995,1.1247,0.64107899999999995
5609.0,0.57699999999999996,0.91470000000000007,0.52778190000000003
5714.0,0.58499999999999996,0.015900000000000001,0.0093015000000000007
5818.0,0.59199999999999997,0.0161,0.0095312000000000001
5925.0,0.59999999999999998,0.49539999999999995,0.29723999999999995
6035.0,0.60799999999999998,0.37519999999999998,0.22812159999999998
6149.0,0.61499999999999999,0.044299999999999999,0.027244499999999998
6263.0,0.623,0.1162,0.072392600000000001
6377.0,0.63,0.095500000000000002,0.060165000000000003
6710.0,0.65300000000000002,0.011699999999999999,0.0076400999999999995
6818.0,0.66000000000000003,0.012199999999999999,0.0080520000000000001
7388.0,0.69799999999999995,0.73309999999999997,0.51170379999999993
7501.0,0.70599999999999996,0.57410000000000005,0.40531460000000002
7825.0,0.72899999999999998,0.25190000000000001,0.1836351
7937.0,0.73599999999999999,0.13059999999999999,0.096121599999999988
8293.0,0.75800000000000001,0.0134,0.0101572
8418.0,0.76700000000000002,0.0112,0.0085903999999999998
8545.0,0.77400000000000002,0.94020000000000004,0.72771479999999999
8669.0,0.78100000000000003,1.0310999999999999,0.80528909999999998
