index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,0.0,2341.5
1.0,3.0,3.0,0.0,7.0,2618.9
1.0,13.0,17.0,0.0,13.0,2597.6
1.0,24.0,34.0,0.0,20.0,24.0
1.0,45.0,56.0,0.0,29.0,21.9
1.0,72.0,76.0,0.0,40.0,24.7
1.0,98.0,102.0,0.0,50.0,33.9
1.0,134.0,140.0,0.0,60.0,59.9
1.0,177.0,178.0,0.0,70.0,178.9
1.0,228.0,225.0,0.0,81.0,580.3
1.0,283.0,281.0,0.0,91.0,1068.0
1.0,341.0,343.0,0.0,101.0,1427.9
1.0,405.0,407.0,0.0,111.0,1848.3
1.0,472.0,474.0,0.0,122.0,2057.6
1.0,540.0,545.0,0.0,132.0,1958.3
1.0,615.0,622.0,0.0,142.0,1490.6
1.0,696.0,702.0,0.0,151.0,1264.3
1.0,779.0,785.0,0.0,161.0,906.0
1.0,866.0,872.0,0.0,172.0,634.5
1.0,960.0,966.0,0.0,182.0,396.2
1.0,1056.0,1062.0,0.0,192.0,233.4
1.0,1153.0,1160.0,0.0,202.0,97.3
1.0,1250.0,1261.0,0.0,213.0,32.7
1.0,1353.0,1366.0,0.0,223.0,14.8
1.0,1460.0,1470.0,0.0,233.0,13.4
1.0,1569.0,1580.0,0.0,243.0,15.8
1.0,1683.0,1694.0,0.0,254.0,1363.5
1.0,1800.0,1809.0,0.0,263.0,1212.9
1.0,1919.0,1930.0,0.0,273.0,986.2
1.0,2039.0,2050.0,0.0,283.0,785.3
1.0,2161.0,2169.0,0.0,294.0,481.9
1.0,2288.0,2294.0,0.0,304.0,321.1
1.0,2417.0,2425.0,0.0,314.0,176.3
1.0,2547.0,2556.0,0.0,324.0,75.3
1.0,2681.0,2688.0,0.0,335.0,21.4
1.0,2815.0,2822.0,0.0,345.0,13.7
1.0,2953.0,2960.0,0.0,355.0,14.0
1.0,3089.0,3100.0,0.0,364.0,14.3
1.0,3229.0,3244.0,0.0,374.0,15.1
1.0,3369.0,3387.0,0.0,385.0,16.1
1.0,3513.0,3532.0,0.0,395.0,17.7
1.0,3659.0,3681.0,0.0,405.0,20.4
1.0,3809.0,3831.0,0.0,415.0,26.4
1.0,3959.0,3981.0,0.0,426.0,52.2
1.0,4113.0,4137.0,0.0,436.0,201.9
1.0,4271.0,4296.0,0.0,446.0,56.8
1.0,4429.0,4454.0,0.0,456.0,730.3
1.0,4588.0,4613.0,0.0,467.0,12.8
1.0,4747.0,4773.0,0.0,477.0,13.6
1.0,4909.0,4936.0,0.0,486.0,15.5
1.0,5073.0,5100.0,0.0,496.0,14.5
1.0,5235.0,5266.0,0.0,507.0,15.6
1.0,5399.0,5435.0,0.0,517.0,17.4
1.0,5565.0,5605.0,0.0,527.0,20.2
1.0,5736.0,5778.0,0.0,537.0,27.1
1.0,5908.0,5950.0,0.0,548.0,58.0
1.0,6081.0,6126.0,0.0,558.0,235.4
1.0,6257.0,6304.0,0.0,568.0,501.7
1.0,6435.0,6482.0,0.0,578.0,820.0
1.0,6615.0,6660.0,0.0,588.0,934.5
1.0,6796.0,6841.0,0.0,598.0,1056.1
1.0,6982.0,7024.0,0.0,608.0,1366.4
1.0,7169.0,7209.0,0.0,618.0,1118.6
1.0,7355.0,7396.0,0.0,628.0,932.4
1.0,7543.0,7583.0,0.0,639.0,685.1
1.0,7733.0,7772.0,0.0,649.0,507.1
1.0,7921.0,7960.0,0.0,659.0,402.9
1.0,8112.0,8152.0,0.0,669.0,208.9
1.0,8303.0,8342.0,0.0,680.0,107.2
1.0,8489.0,8533.0,0.0,690.0,541.9
1.0,8679.0,8729.0,0.0,699.0,772.7
1.0,8873.0,8925.0,0.0,709.0,953.6
1.0,9070.0,9125.0,0.0,720.0,1120.4
1.0,9267.0,9326.0,0.0,730.0,1211.7
1.0,9467.0,9525.0,0.0,740.0,1061.2
1.0,9667.0,9724.0,0.0,750.0,909.8
1.0,9867.0,9924.0,0.0,761.0,707.9
1.0,10071.0,10124.0,0.0,771.0,506.1
1.0,10273.0,10324.0,0.0,781.0,335.6
1.0,10475.0,10530.0,0.0,791.0,199.9
1.0,10679.0,10737.0,0.0,801.0,97.3
1.0,10884.0,10946.0,0.0,811.0,34.1
1.0,11089.0,11156.0,0.0,821.0,13.9
1.0,11295.0,11362.0,0.0,831.0,11.6
1.0,11498.0,11570.0,0.0,841.0,11.9
1.0,11702.0,11780.0,0.0,852.0,12.7
1.0,11911.0,11991.0,0.0,862.0,12.6
1.0,12121.0,12204.0,0.0,872.0,14.1
1.0,12331.0,12421.0,0.0,882.0,15.6
1.0,12544.0,12637.0,0.0,893.0,20.3
1.0,12757.0,12853.0,0.0,903.0,31.9
1.0,12971.0,13068.0,0.0,913.0,78.8
1.0,13186.0,13285.0,0.0,922.0,280.1
1.0,13401.0,13504.0,0.0,933.0,504.9
1.0,13615.0,13721.0,0.0,943.0,747.8
1.0,13833.0,13940.0,0.0,953.0,919.2
1.0,14050.0,14160.0,0.0,963.0,990.5
1.0,14271.0,14382.0,0.0,974.0,1103.1
1.0,14491.0,14603.0,0.0,984.0,939.4
1.0,14711.0,14824.0,0.0,994.0,782.6
1.0,14934.0,15048.0,0.0,1004.0,602.5
1.0,15157.0,15272.0,0.0,1014.0,484.3
1.0,15377.0,15496.0,0.0,1025.0,278.6
