index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,1.0,65.2
1.0,3.0,2.0,0.0,7.0,376.4
1.0,13.0,12.0,0.0,14.0,250.5
1.0,24.0,28.0,0.0,20.0,715.8
1.0,42.0,57.0,0.0,31.0,32.7
1.0,56.0,78.0,0.0,41.0,20.0
1.0,67.0,96.0,0.0,51.0,17.2
1.0,84.0,123.0,0.0,61.0,18.0
1.0,114.0,150.0,0.0,71.0,19.6
1.0,149.0,183.0,0.0,81.0,18.8
1.0,182.0,223.0,0.0,91.0,863.0
1.0,227.0,262.0,0.0,101.0,618.2
1.0,274.0,303.0,0.0,112.0,387.6
1.0,320.0,347.0,0.0,122.0,235.9
1.0,368.0,393.0,0.0,132.0,96.1
1.0,418.0,441.0,0.0,142.0,27.6
1.0,468.0,493.0,0.0,153.0,14.6
1.0,520.0,547.0,0.0,163.0,14.9
1.0,574.0,606.0,0.0,173.0,15.9
1.0,630.0,668.0,0.0,183.0,16.3
1.0,688.0,730.0,0.0,193.0,17.1
1.0,746.0,792.0,0.0,203.0,15.6
1.0,808.0,856.0,0.0,213.0,20.9
1.0,872.0,922.0,0.0,223.0,30.8
1.0,939.0,990.0,0.0,233.0,74.7
1.0,1012.0,1058.0,0.0,244.0,302.0
1.0,1084.0,1126.0,0.0,254.0,566.1
1.0,1157.0,1198.0,0.0,264.0,769.5
1.0,1231.0,1272.0,0.0,274.0,1035.7
1.0,1306.0,1349.0,0.0,285.0,1101.4
1.0,1381.0,1426.0,0.0,294.0,1095.4
1.0,1456.0,1506.0,0.0,304.0,925.2
1.0,1532.0,1590.0,0.0,314.0,740.7
1.0,1614.0,1675.0,0.0,325.0,557.3
1.0,1698.0,1760.0,0.0,335.0,358.3
1.0,1782.0,1844.0,0.0,345.0,233.0
1.0,1868.0,1931.0,0.0,355.0,115.9
1.0,1957.0,2018.0,0.0,366.0,40.9
1.0,2046.0,2105.0,0.0,376.0,14.3
1.0,2134.0,2194.0,0.0,386.0,12.7
1.0,2224.0,2285.0,0.0,395.0,991.9
1.0,2316.0,2378.0,0.0,406.0,1117.8
1.0,2410.0,2474.0,0.0,416.0,826.7
1.0,2506.0,2573.0,0.0,426.0,729.5
1.0,2603.0,2672.0,0.0,436.0,501.8
1.0,2700.0,2773.0,0.0,446.0,380.6
1.0,2796.0,2876.0,0.0,457.0,227.9
1.0,2894.0,2976.0,0.0,467.0,125.6
1.0,2998.0,3076.0,0.0,477.0,49.4
1.0,3102.0,3179.0,0.0,487.0,15.1
1.0,3208.0,3287.0,0.0,498.0,11.6
1.0,3316.0,3397.0,0.0,507.0,15.1
1.0,3420.0,3504.0,0.0,517.0,12.9
1.0,3526.0,3611.0,0.0,527.0,14.0
1.0,3636.0,3721.0,0.0,538.0,15.3
1.0,3746.0,3832.0,0.0,548.0,16.4
1.0,3856.0,3946.0,0.0,558.0,19.1
1.0,3967.0,4062.0,0.0,568.0,29.1
1.0,4077.0,4175.0,0.0,579.0,72.4
1.0,4189.0,4289.0,0.0,589.0,292.4
1.0,4304.0,4405.0,0.0,599.0,490.9
1.0,4418.0,4523.0,0.0,608.0,663.2
1.0,4534.0,4644.0,0.0,619.0,819.6
1.0,4648.0,4762.0,0.0,629.0,12.0
1.0,4764.0,4880.0,0.0,639.0,12.7
1.0,4885.0,5000.0,0.0,649.0,14.1
1.0,5006.0,5122.0,0.0,659.0,15.9
1.0,5126.0,5246.0,0.0,670.0,15.6
1.0,5246.0,5368.0,0.0,680.0,25.2
1.0,5367.0,5490.0,0.0,690.0,52.4
1.0,5490.0,5613.0,0.0,700.0,211.7
1.0,5614.0,5739.0,0.0,711.0,401.0
1.0,5738.0,5867.0,0.0,720.0,566.1
1.0,5862.0,5994.0,0.0,730.0,795.3
1.0,5986.0,6121.0,0.0,740.0,966.1
1.0,6114.0,6247.0,0.0,751.0,1025.1
1.0,6241.0,6377.0,0.0,761.0,795.9
1.0,6368.0,6509.0,0.0,771.0,656.5
1.0,6496.0,6638.0,0.0,781.0,435.7
1.0,6624.0,6767.0,0.0,792.0,298.3
1.0,6754.0,6898.0,0.0,802.0,183.9
1.0,6886.0,7030.0,0.0,812.0,96.4
1.0,7018.0,7163.0,0.0,821.0,40.1
1.0,7150.0,7296.0,0.0,832.0,13.8
1.0,7284.0,7431.0,0.0,842.0,11.5
1.0,7418.0,7568.0,0.0,852.0,10.8
1.0,7555.0,7707.0,0.0,862.0,11.7
1.0,7692.0,7844.0,0.0,872.0,12.4
1.0,7829.0,7982.0,0.0,883.0,10.6
1.0,7969.0,8121.0,0.0,893.0,483.8
1.0,8110.0,8260.0,0.0,903.0,335.9
1.0,8251.0,8398.0,0.0,913.0,205.3
1.0,8394.0,8539.0,0.0,924.0,108.2
1.0,8538.0,8680.0,0.0,933.0,51.1
1.0,8682.0,8823.0,0.0,943.0,17.8
1.0,8826.0,8965.0,0.0,953.0,9.3
1.0,8969.0,9106.0,0.0,964.0,10.9
1.0,9110.0,9247.0,0.0,974.0,14.2
1.0,9250.0,9391.0,0.0,984.0,11.8
1.0,9394.0,9535.0,0.0,994.0,13.2
1.0,9534.0,9681.0,0.0,1005.0,15.1
1.0,9674.0,9825.0,0.0,1015.0,17.1
1.0,9816.0,9969.0,0.0,1025.0,23.5
1.0,9962.0,10114.0,0.0,1034.0,55.0
1.0,10110.0,10262.0,0.0,1044.0,245.3
1.0,10254.0,10407.0,0.0,1055.0,405.3
1.0,10399.0,10554.0,0.0,1065.0,540.0
1.0,10547.0,10702.0,0.0,1075.0,711.9
1.0,10698.0,10851.0,0.0,1085.0,836.6
1.0,10848.0,10998.0,0.0,1096.0,864.5
1.0,10996.0,11146.0,0.0,1106.0,679.2
1.0,11146.0,11296.0,0.0,1116.0,514.9
1.0,11296.0,11445.0,0.0,1126.0,398.8
1.0,11444.0,11597.0,0.0,1137.0,293.8
1.0,11593.0,11750.0,0.0,1146.0,164.1
1.0,11744.0,11902.0,0.0,1156.0,91.3
1.0,11896.0,12056.0,0.0,1166.0,34.2
1.0,12047.0,12210.0,0.0,1177.0,12.5
1.0,12198.0,12365.0,0.0,1187.0,13.5
1.0,12346.0,12519.0,0.0,1197.0,10.6
1.0,12498.0,12675.0,0.0,1207.0,11.2
1.0,12646.0,12830.0,0.0,1218.0,12.7
1.0,12796.0,12986.0,0.0,1228.0,12.9
1.0,12947.0,13140.0,0.0,1238.0,14.6
1.0,13102.0,13295.0,0.0,1247.0,17.3
1.0,13256.0,13451.0,0.0,1257.0,31.3
1.0,13408.0,13609.0,0.0,1268.0,78.7
1.0,13558.0,13766.0,0.0,1278.0,256.0
1.0,13713.0,13922.0,0.0,1288.0,482.1
1.0,13869.0,14077.0,0.0,1298.0,577.5
1.0,14022.0,14231.0,0.0,1309.0,733.2
1.0,14176.0,14387.0,0.0,1319.0,10.9
1.0,14330.0,14544.0,0.0,1329.0,11.7
1.0,14483.0,14702.0,0.0,1339.0,12.4
1.0,14636.0,14859.0,0.0,1349.0,10.9
1.0,14794.0,15018.0,0.0,1359.0,16.2
1.0,14951.0,15175.0,0.0,1369.0,24.4
1.0,15106.0,15333.0,0.0,1379.0,57.0
1.0,15262.0,15491.0,0.0,1390.0,213.4
1.0,15420.0,15649.0,0.0,1400.0,400.8
1.0,15578.0,15808.0,0.0,1410.0,583.0
0.0,6.0,6.0,0.0,1419.0,7.7
1.0,1396.0,1500.0,0.0,0.0,16.1
1.0,1398.0,1501.0,0.0,6.0,18.6
1.0,1402.0,1510.0,0.0,12.0,18.7
1.0,1407.0,1525.0,0.0,19.0,1644.5
1.0,1412.0,1549.0,0.0,29.0,1337.0
1.0,1422.0,1568.0,0.0,38.0,1144.0
1.0,1440.0,1587.0,0.0,49.0,892.6
1.0,1462.0,1612.0,0.0,59.0,519.3
1.0,1493.0,1636.0,0.0,69.0,315.9
1.0,1530.0,1662.0,0.0,79.0,130.5
1.0,1566.0,1699.0,0.0,90.0,31.4
1.0,1606.0,1736.0,0.0,100.0,16.7
1.0,1646.0,1777.0,0.0,110.0,16.0
1.0,1690.0,1820.0,0.0,120.0,17.1
1.0,1732.0,1867.0,0.0,131.0,19.7
1.0,1778.0,1919.0,0.0,140.0,18.1
1.0,1827.0,1972.0,0.0,150.0,19.7
1.0,1878.0,2025.0,0.0,160.0,23.5
1.0,1932.0,2080.0,0.0,171.0,35.0
1.0,1989.0,2136.0,0.0,181.0,94.9
1.0,2050.0,2195.0,0.0,191.0,359.7
1.0,2114.0,2257.0,0.0,201.0,580.1
1.0,2181.0,2320.0,0.0,211.0,791.8
1.0,2246.0,2385.0,0.0,222.0,1016.0
1.0,2314.0,2452.0,0.0,232.0,1109.3
1.0,2382.0,2522.0,0.0,242.0,16.1
1.0,2451.0,2594.0,0.0,251.0,15.6
1.0,2521.0,2665.0,0.0,262.0,18.1
1.0,2592.0,2737.0,0.0,272.0,20.3
1.0,2666.0,2812.0,0.0,282.0,27.3
1.0,2744.0,2891.0,0.0,292.0,61.3
1.0,2823.0,2969.0,0.0,303.0,286.0
