encoder,seconds,current (A),charge (C)
2133.0,0.314,0.32280000000000003,0.10135920000000001
2215.0,0.32100000000000001,0.22490000000000002,0.072192900000000004
2300.0,0.32900000000000001,0.23619999999999999,0.077709799999999996
2384.0,0.33700000000000002,0.433,0.145921
2470.0,0.34399999999999997,0.029600000000000001,0.010182399999999999
2557.0,0.35199999999999998,0.013699999999999999,0.0048223999999999993
2645.0,0.35899999999999999,0.92120000000000002,0.33071079999999997
3102.0,0.39700000000000002,0.015300000000000001,0.0060741000000000007
3197.0,0.40400000000000003,0.0178,0.0071912
3488.0,0.42799999999999999,0.021700000000000001,0.0092876
3587.0,0.435,0.033000000000000002,0.014355000000000001
4294.0,0.48699999999999999,0.95729999999999993,0.46620509999999993
4399.0,0.495,0.0124,0.0061379999999999994
4717.0,0.51800000000000002,1.0301,0.53359180000000006
4826.0,0.52500000000000002,0.0144,0.0075599999999999999
4935.0,0.53300000000000003,0.015300000000000001,0.0081549000000000014
5044.0,0.54000000000000004,0.64679999999999993,0.34927199999999997
5153.0,0.54700000000000004,0.5,0.27350000000000002
5263.0,0.55600000000000005,0.023100000000000002,0.012843600000000002
5376.0,0.56299999999999994,0.037200000000000004,0.0209436
5489.0,0.56999999999999995,0.18759999999999999,0.10693199999999999
5601.0,0.57799999999999996,0.1128,0.06519839999999999
6170.0,0.61599999999999999,0.91089999999999993,0.5611143999999999
6287.0,0.623,0.013900000000000001,0.0086597000000000011
6641.0,0.64600000000000002,0.91139999999999999,0.58876439999999997
6760.0,0.65400000000000003,0.0154,0.0100716
7364.0,0.69099999999999995,0.2301,0.15899909999999998
7486.0,0.69899999999999995,0.15630000000000002,0.10925370000000001
7854.0,0.72199999999999998,0.0201,0.014512199999999999
7980.0,0.72899999999999998,0.0109,0.0079460999999999993
8105.0,0.73699999999999999,0.8478,0.62482859999999996
8232.0,0.74399999999999999,0.90339999999999998,0.67212959999999999
8876.0,0.78200000000000003,0.013699999999999999,0.0107134
9008.0,0.78900000000000003,0.015699999999999999,0.012387299999999999
9403.0,0.81200000000000006,0.032600000000000004,0.026471200000000004
9538.0,0.81999999999999995,0.17519999999999999,0.14366399999999999
9671.0,0.82699999999999996,0.11840000000000001,0.097916799999999998
9802.0,0.83399999999999996,0.3306,0.27572039999999998
9934.0,0.84199999999999997,0.48099999999999998,0.40500199999999997
10066.0,0.84999999999999998,0.0123,0.010454999999999999
10201.0,0.85699999999999998,0.71299999999999997,0.61104099999999995
10337.0,0.86499999999999999,0.83589999999999998,0.72305350000000002
10472.0,0.872,0.010800000000000001,0.0094175999999999999
11146.0,0.91000000000000003,0.013900000000000001,0.012649000000000001
