index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,0.0,24.7
1.0,4.0,4.0,0.0,7.0,27.9
1.0,18.0,20.0,0.0,14.0,1253.2
1.0,34.0,36.0,0.0,20.0,876.3
1.0,58.0,58.0,0.0,30.0,589.1
1.0,82.0,83.0,0.0,40.0,329.6
1.0,108.0,112.0,0.0,50.0,96.5
1.0,145.0,146.0,0.0,60.0,20.3
1.0,188.0,185.0,0.0,71.0,17.4
1.0,238.0,233.0,0.0,81.0,18.2
1.0,293.0,290.0,0.0,91.0,18.9
1.0,352.0,352.0,0.0,101.0,19.6
1.0,414.0,417.0,0.0,112.0,19.8
1.0,482.0,487.0,0.0,122.0,23.1
1.0,551.0,560.0,0.0,132.0,29.9
1.0,623.0,634.0,0.0,141.0,58.7
1.0,700.0,710.0,0.0,151.0,256.6
1.0,785.0,797.0,0.0,162.0,75.7
1.0,874.0,886.0,0.0,172.0,21.1
1.0,964.0,976.0,0.0,182.0,13.5
1.0,1059.0,1068.0,0.0,192.0,1531.9
1.0,1154.0,1166.0,0.0,203.0,1520.5
1.0,1250.0,1265.0,0.0,213.0,1435.6
1.0,1351.0,1366.0,0.0,223.0,17.4
1.0,1456.0,1471.0,0.0,233.0,19.1
1.0,1562.0,1580.0,0.0,244.0,22.2
1.0,1673.0,1690.0,0.0,253.0,31.4
1.0,1787.0,1803.0,0.0,263.0,81.6
1.0,1900.0,1918.0,0.0,273.0,369.2
1.0,2016.0,2036.0,0.0,284.0,643.2
1.0,2136.0,2156.0,0.0,294.0,902.4
1.0,2258.0,2278.0,0.0,304.0,1164.4
1.0,2383.0,2402.0,0.0,314.0,1329.6
1.0,2506.0,2530.0,0.0,325.0,1576.3
1.0,2633.0,2663.0,0.0,335.0,1292.6
1.0,2762.0,2793.0,0.0,345.0,1069.5
1.0,2895.0,2924.0,0.0,355.0,798.9
1.0,3031.0,3060.0,0.0,364.0,567.9
1.0,3166.0,3200.0,0.0,375.0,371.5
1.0,3304.0,3340.0,0.0,385.0,193.1
1.0,3446.0,3480.0,0.0,395.0,86.7
1.0,3589.0,3624.0,0.0,405.0,28.3
1.0,3732.0,3770.0,0.0,416.0,13.1
1.0,3877.0,3917.0,0.0,426.0,1198.9
1.0,4024.0,4066.0,0.0,436.0,1323.2
1.0,4176.0,4218.0,0.0,446.0,1250.6
1.0,4325.0,4371.0,0.0,457.0,994.5
1.0,4476.0,4529.0,0.0,467.0,901.8
1.0,4628.0,4685.0,0.0,476.0,624.4
1.0,4784.0,4843.0,0.0,486.0,417.9
1.0,4941.0,5002.0,0.0,497.0,260.3
1.0,5100.0,5164.0,0.0,507.0,141.9
1.0,5262.0,5330.0,0.0,517.0,55.3
1.0,5428.0,5496.0,0.0,527.0,15.9
1.0,5595.0,5662.0,0.0,538.0,12.3
1.0,5762.0,5829.0,0.0,548.0,12.6
1.0,5928.0,5996.0,0.0,558.0,11.2
1.0,6096.0,6165.0,0.0,568.0,13.9
1.0,6266.0,6335.0,0.0,578.0,16.3
1.0,6436.0,6506.0,0.0,588.0,15.6
1.0,6608.0,6680.0,0.0,598.0,19.5
1.0,6780.0,6855.0,0.0,608.0,30.3
1.0,6952.0,7030.0,0.0,618.0,70.7
1.0,7128.0,7208.0,0.0,629.0,109.6
1.0,7305.0,7389.0,0.0,639.0,32.4
1.0,7484.0,7570.0,0.0,649.0,12.0
1.0,7664.0,7750.0,0.0,659.0,12.1
1.0,7847.0,7929.0,0.0,670.0,12.6
1.0,8028.0,8108.0,0.0,680.0,15.4
1.0,8212.0,8290.0,0.0,690.0,13.3
1.0,8400.0,8476.0,0.0,699.0,15.1
1.0,8588.0,8665.0,0.0,710.0,17.8
1.0,8775.0,8851.0,0.0,720.0,21.1
1.0,8963.0,9039.0,0.0,730.0,35.3
1.0,9152.0,9228.0,0.0,740.0,123.3
1.0,9338.0,9417.0,0.0,751.0,389.5
1.0,9528.0,9608.0,0.0,761.0,605.1
1.0,9717.0,9802.0,0.0,771.0,795.7
1.0,9904.0,9994.0,0.0,781.0,1007.2
1.0,10094.0,10188.0,0.0,791.0,1157.9
1.0,10290.0,10384.0,0.0,801.0,1091.8
1.0,10484.0,10582.0,0.0,811.0,996.0
1.0,10680.0,10777.0,0.0,821.0,800.3
1.0,10879.0,10971.0,0.0,831.0,576.7
1.0,11076.0,11167.0,0.0,842.0,400.3
1.0,11273.0,11362.0,0.0,852.0,238.4
1.0,11473.0,11559.0,0.0,862.0,123.6
1.0,11670.0,11759.0,0.0,872.0,52.0
0.0,6.0,7.0,0.0,882.0,8.1
1.0,1638.0,1998.0,0.0,1.0,16.8
1.0,1641.0,2001.0,0.0,6.0,21.4
1.0,1650.0,2008.0,0.0,12.0,22.7
1.0,1662.0,2015.0,0.0,19.0,1851.5
1.0,1684.0,2020.0,0.0,29.0,1314.8
1.0,1710.0,2043.0,0.0,40.0,850.7
1.0,1738.0,2076.0,0.0,50.0,570.9
1.0,1771.0,2107.0,0.0,60.0,263.7
1.0,1806.0,2144.0,0.0,69.0,70.3
1.0,1855.0,2186.0,0.0,80.0,17.7
1.0,1908.0,2237.0,0.0,90.0,1814.8
1.0,1964.0,2297.0,0.0,100.0,2138.1
1.0,2023.0,2358.0,0.0,110.0,2025.9
1.0,2086.0,2424.0,0.0,120.0,1564.8
1.0,2152.0,2494.0,0.0,131.0,1292.7
1.0,2224.0,2563.0,0.0,141.0,883.2
1.0,2300.0,2637.0,0.0,151.0,618.5
1.0,2380.0,2720.0,0.0,161.0,397.0
1.0,2462.0,2804.0,0.0,172.0,199.0
1.0,2548.0,2887.0,0.0,181.0,76.9
1.0,2638.0,2975.0,0.0,191.0,19.6
1.0,2730.0,3069.0,0.0,201.0,15.2
1.0,2822.0,3164.0,0.0,212.0,16.0
1.0,2921.0,3260.0,0.0,222.0,16.0
1.0,3024.0,3363.0,0.0,232.0,16.7
1.0,3126.0,3467.0,0.0,242.0,17.7
1.0,3230.0,3571.0,0.0,253.0,20.8
1.0,3340.0,3682.0,0.0,263.0,22.3
1.0,3452.0,3792.0,0.0,273.0,33.2
1.0,3564.0,3903.0,0.0,283.0,225.0
1.0,3678.0,4021.0,0.0,293.0,104.3
1.0,3798.0,4141.0,0.0,303.0,35.2
