encoder,seconds,current (A),charge (C)
2167.0,0.434,0.76639999999999997,0.33261759999999996
2228.0,0.441,0.020199999999999999,0.0089081999999999998
2290.0,0.44900000000000001,0.0246,0.0110454
2355.0,0.45600000000000002,0.30019999999999997,0.13689119999999999
2419.0,0.46400000000000002,0.2147,0.099620800000000009
2482.0,0.47199999999999998,0.17430000000000001,0.082269599999999998
2546.0,0.47899999999999998,0.3679,0.17622409999999999
2736.0,0.502,0.79020000000000001,0.39668039999999999
2801.0,0.50900000000000001,0.0155,0.0078895000000000007
3139.0,0.54700000000000004,0.016800000000000002,0.0091896000000000026
3208.0,0.55500000000000005,0.6038,0.33510900000000005
3427.0,0.57699999999999996,0.043400000000000001,0.025041799999999999
3497.0,0.58399999999999996,0.1764,0.1030176
3562.0,0.59199999999999997,0.2404,0.14231679999999999
3629.0,0.59999999999999998,0.37810000000000005,0.22686000000000001
3698.0,0.60699999999999998,0.024899999999999999,0.015114299999999999
3769.0,0.61499999999999999,0.012699999999999999,0.0078104999999999997
3840.0,0.622,0.80829999999999991,0.50276259999999995
3912.0,0.63,0.92820000000000003,0.58476600000000001
4121.0,0.65200000000000002,0.9173,0.59807960000000004
4194.0,0.66000000000000003,0.88060000000000005,0.58119600000000005
4415.0,0.68300000000000005,0.42619999999999997,0.29109459999999998
4490.0,0.68999999999999995,0.031899999999999998,0.022010999999999996
4847.0,0.72799999999999998,0.60029999999999994,0.43701839999999997
4917.0,0.73499999999999999,0.0141,0.010363499999999999
5148.0,0.75900000000000001,1.0319,0.78321210000000008
5226.0,0.76600000000000001,0.014999999999999999,0.01149
5301.0,0.77300000000000002,0.93100000000000005,0.71966300000000005
5377.0,0.78100000000000003,0.72020000000000006,0.56247620000000009
5452.0,0.78800000000000003,0.017600000000000001,0.013868800000000001
5525.0,0.79500000000000004,0.017500000000000002,0.013912500000000001
5601.0,0.80400000000000005,0.42069999999999996,0.33824280000000001
5676.0,0.81100000000000005,0.32900000000000001,0.26681900000000003
5751.0,0.81799999999999995,0.057500000000000002,0.047035
5980.0,0.83999999999999997,0.031300000000000001,0.026291999999999999
6057.0,0.84899999999999998,0.62129999999999996,0.5274837
6299.0,0.871,0.89949999999999997,0.78346450000000001
6382.0,0.878,1.02,0.89556000000000002
6617.0,0.90100000000000002,0.80020000000000002,0.72098020000000007
6695.0,0.90900000000000003,0.62029999999999996,0.56385269999999998
7078.0,0.94699999999999995,0.1963,0.18589609999999998
7156.0,0.95399999999999996,0.058900000000000001,0.0561906
7236.0,0.96099999999999997,0.024399999999999998,0.023448399999999998
7318.0,0.96899999999999997,0.64429999999999998,0.62432670000000001
7402.0,0.97699999999999998,0.86250000000000004,0.84266249999999998
7487.0,0.98399999999999999,0.013599999999999999,0.013382399999999999
7571.0,0.99199999999999999,0.0132,0.013094399999999999
7801.0,1.0149999999999999,0.015699999999999999,0.015935499999999998
7879.0,1.022,0.65089999999999992,0.66521979999999992
8294.0,1.0600000000000001,0.14809999999999998,0.15698599999999999
8374.0,1.0669999999999999,0.26700000000000002,0.284889
8622.0,1.0900000000000001,0.012800000000000001,0.013952000000000001
8707.0,1.097,0.79370000000000007,0.8706889000000001
9107.0,1.135,0.0161,0.018273500000000002
9187.0,1.143,0.017899999999999999,0.020459700000000001
9431.0,1.165,0.0304,0.035416000000000003
9513.0,1.173,0.051499999999999997,0.060409499999999998
9595.0,1.1799999999999999,0.12359999999999999,0.14584799999999998
9678.0,1.1879999999999999,0.30019999999999997,0.35663759999999994
9762.0,1.196,0.48480000000000001,0.57982080000000003
9847.0,1.2030000000000001,0.016800000000000002,0.020210400000000003
9928.0,1.21,0.0132,0.015972
10007.0,1.218,0.83099999999999996,1.0121579999999999
10084.0,1.2250000000000001,0.95540000000000003,1.1703650000000001
10162.0,1.2330000000000001,0.012800000000000001,0.015782400000000002
10238.0,1.2410000000000001,1.0054000000000001,1.2477014000000002

