encoder,seconds,current (A),charge (C)
2199.0,0.314,0.013300000000000001,0.0041762000000000006
2284.0,0.32200000000000001,0.013599999999999999,0.0043791999999999998
2545.0,0.34399999999999997,0.015699999999999999,0.005400799999999999
2635.0,0.35199999999999998,0.016500000000000001,0.0058079999999999998
2727.0,0.35899999999999999,0.77579999999999993,0.27851219999999999
2819.0,0.36699999999999999,0.57740000000000002,0.21190580000000001
2911.0,0.374,0.025399999999999999,0.0094996000000000004
3005.0,0.38100000000000001,0.035900000000000001,0.013677900000000002
3099.0,0.39000000000000001,0.22619999999999998,0.088217999999999991
3390.0,0.41199999999999998,0.031699999999999999,0.013060399999999998
3487.0,0.41899999999999998,0.013300000000000001,0.0055726999999999999
3788.0,0.442,0.013300000000000001,0.0058786000000000003
3890.0,0.45000000000000001,0.012800000000000001,0.0057600000000000004
4203.0,0.47199999999999998,0.016300000000000002,0.007693600000000001
4308.0,0.47999999999999998,0.016199999999999999,0.0077759999999999991
4627.0,0.502,0.046899999999999997,0.0235438
4734.0,0.51000000000000001,0.1158,0.059057999999999999
4843.0,0.51800000000000002,0.094900000000000012,0.049158200000000006
4953.0,0.52600000000000002,0.48569999999999997,0.25547819999999999
5064.0,0.53300000000000003,0.73660000000000003,0.39260780000000006
5174.0,0.54000000000000004,0.011699999999999999,0.0063179999999999998
5286.0,0.54800000000000004,0.011599999999999999,0.0063568000000000001
5399.0,0.55500000000000005,1.1655,0.64685250000000005
5512.0,0.56299999999999994,1.2257,0.69006909999999999
5859.0,0.58499999999999996,0.84420000000000006,0.49385699999999999
5976.0,0.59299999999999997,0.71520000000000006,0.42411360000000004
6328.0,0.61599999999999999,0.26939999999999997,0.16595039999999997
6445.0,0.623,0.17849999999999999,0.1112055
6805.0,0.64600000000000002,0.023899999999999998,0.015439399999999999
6926.0,0.65400000000000003,0.74320000000000008,0.48605280000000006
7534.0,0.69199999999999995,0.91600000000000004,0.63387199999999999
7655.0,0.69899999999999995,0.013900000000000001,0.0097161000000000001
7778.0,0.70599999999999996,0.0132,0.0093191999999999997
7902.0,0.71399999999999997,0.61750000000000005,0.44089500000000004
8028.0,0.72099999999999997,0.43280000000000002,0.31204880000000002
8155.0,0.72799999999999998,0.026699999999999998,0.019437599999999999
8280.0,0.73699999999999999,0.048899999999999999,0.036039299999999996
8406.0,0.74399999999999999,0.13190000000000002,0.098133600000000015
8532.0,0.752,0.30919999999999997,0.23251839999999999
8919.0,0.77500000000000002,0.011300000000000001,0.0087575000000000014
9048.0,0.78200000000000003,0.89510000000000001,0.69996820000000004
9438.0,0.80400000000000005,0.0121,0.0097283999999999999
9567.0,0.81100000000000005,0.87450000000000006,0.70921950000000011
10226.0,0.84899999999999998,0.032299999999999995,0.027422699999999994
10359.0,0.85799999999999998,0.071499999999999994,0.061346999999999992
10753.0,0.88,0.52070000000000005,0.45821600000000007
10886.0,0.88700000000000001,0.68070000000000008,0.60378090000000006
11021.0,0.89400000000000002,0.010800000000000001,0.0096552000000000009
11156.0,0.90300000000000002,0.0111,0.010023300000000001
11560.0,0.92500000000000004,0.0121,0.011192500000000001
11697.0,0.93200000000000005,0.73870000000000002,0.68846840000000009
11836.0,0.93999999999999995,0.62890000000000001,0.59116599999999997
11971.0,0.94799999999999995,0.0134,0.0127032
12108.0,0.95499999999999996,0.019199999999999998,0.018335999999999998
12247.0,0.96299999999999997,0.2843,0.27378089999999999
12385.0,0.96999999999999997,0.20319999999999999,0.19710399999999997
12522.0,0.97699999999999998,0.1186,0.11587219999999999
12660.0,0.98599999999999999,0.31850000000000001,0.31404100000000001
13079.0,1.008,0.83779999999999999,0.84450239999999999
13218.0,1.0149999999999999,0.0109,0.011063499999999999
13639.0,1.038,0.90360000000000007,0.93793680000000013
13780.0,1.046,0.012500000000000001,0.013075000000000002
14202.0,1.0680000000000001,0.4884,0.52161120000000005
14344.0,1.0760000000000001,0.022100000000000002,0.023779600000000005
15058.0,1.1140000000000001,0.020500000000000001,0.022837000000000003
15202.0,1.121,0.010800000000000001,0.012106800000000001
15346.0,1.129,0.78200000000000003,0.88287800000000005
15492.0,1.1359999999999999,0.94489999999999996,1.0734063999999999
15636.0,1.1439999999999999,0.010999999999999999,0.012583999999999998
15782.0,1.151,0.0114,0.0131214
15927.0,1.159,0.83820000000000006,0.97147380000000005
16072.0,1.167,0.73650000000000004,0.85949550000000008
16219.0,1.1739999999999999,0.012,0.014088
16367.0,1.181,0.015599999999999999,0.018423599999999998
16809.0,1.204,0.046200000000000005,0.055624800000000002
16957.0,1.212,0.1138,0.13792559999999998
17694.0,1.25,0.010800000000000001,0.013500000000000002
17845.0,1.2569999999999999,0.96679999999999999,1.2152675999999998
17996.0,1.264,0.90879999999999994,1.1487231999999998
