index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,1.0,18.7
1.0,4.0,5.0,0.0,8.0,17.9
1.0,13.0,21.0,0.0,14.0,2769.0
1.0,21.0,34.0,0.0,20.0,2402.2
1.0,36.0,54.0,0.0,30.0,2286.3
1.0,59.0,77.0,0.0,41.0,1804.7
1.0,83.0,104.0,0.0,51.0,1458.1
1.0,116.0,136.0,0.0,61.0,1023.4
1.0,165.0,173.0,0.0,71.0,608.9
1.0,218.0,221.0,0.0,82.0,387.4
1.0,275.0,273.0,0.0,92.0,157.7
1.0,335.0,330.0,0.0,102.0,36.3
1.0,395.0,395.0,0.0,111.0,16.5
1.0,460.0,461.0,0.0,121.0,17.2
1.0,531.0,531.0,0.0,132.0,19.7
1.0,603.0,608.0,0.0,142.0,18.0
1.0,678.0,689.0,0.0,152.0,18.5
1.0,756.0,770.0,0.0,162.0,1028.8
1.0,841.0,855.0,0.0,173.0,791.9
1.0,931.0,941.0,0.0,183.0,498.7
1.0,1024.0,1032.0,0.0,193.0,78.3
1.0,1118.0,1128.0,0.0,203.0,159.7
1.0,1217.0,1226.0,0.0,214.0,51.7
1.0,1321.0,1325.0,0.0,223.0,16.7
1.0,1426.0,1430.0,0.0,233.0,16.6
1.0,1531.0,1540.0,0.0,243.0,15.7
1.0,1641.0,1650.0,0.0,254.0,16.1
1.0,1757.0,1760.0,0.0,264.0,17.0
1.0,1874.0,1877.0,0.0,274.0,17.6
1.0,1992.0,1996.0,0.0,284.0,19.0
1.0,2114.0,2116.0,0.0,295.0,22.8
1.0,2236.0,2240.0,0.0,305.0,34.8
1.0,2363.0,2366.0,0.0,315.0,92.8
1.0,2494.0,2496.0,0.0,325.0,370.3
1.0,2625.0,2628.0,0.0,334.0,674.4
1.0,2758.0,2762.0,0.0,345.0,965.6
1.0,2891.0,2898.0,0.0,355.0,1179.9
1.0,3027.0,3035.0,0.0,365.0,1334.6
1.0,3165.0,3175.0,0.0,375.0,1407.0
1.0,3307.0,3317.0,0.0,386.0,1204.2
1.0,3450.0,3464.0,0.0,396.0,17.1
1.0,3594.0,3612.0,0.0,406.0,18.7
1.0,3740.0,3761.0,0.0,416.0,22.8
1.0,3888.0,3910.0,0.0,427.0,39.5
1.0,4039.0,4063.0,0.0,437.0,112.7
1.0,4191.0,4217.0,0.0,446.0,410.7
1.0,4343.0,4375.0,0.0,456.0,722.6
1.0,4500.0,4534.0,0.0,467.0,910.1
1.0,4659.0,4695.0,0.0,477.0,1076.5
1.0,4817.0,4857.0,0.0,487.0,1278.8
1.0,4976.0,5019.0,0.0,497.0,1297.1
1.0,5139.0,5181.0,0.0,508.0,1128.6
1.0,5305.0,5346.0,0.0,518.0,888.4
1.0,5471.0,5516.0,0.0,528.0,694.2
1.0,5637.0,5685.0,0.0,538.0,475.1
1.0,5807.0,5854.0,0.0,548.0,321.1
1.0,5975.0,6025.0,0.0,558.0,179.3
1.0,6146.0,6199.0,0.0,568.0,77.0
1.0,6319.0,6375.0,0.0,578.0,23.8
1.0,6492.0,6549.0,0.0,588.0,12.3
1.0,6668.0,6729.0,0.0,599.0,12.7
1.0,6845.0,6909.0,0.0,609.0,13.1
1.0,7023.0,7088.0,0.0,619.0,1223.0
1.0,7203.0,7272.0,0.0,629.0,950.3
1.0,7383.0,7457.0,0.0,640.0,811.6
1.0,7567.0,7641.0,0.0,650.0,570.4
1.0,7747.0,7825.0,0.0,660.0,401.9
1.0,7928.0,8013.0,0.0,669.0,279.7
1.0,8113.0,8200.0,0.0,680.0,141.4
1.0,8301.0,8389.0,0.0,690.0,56.1
1.0,8489.0,8582.0,0.0,700.0,18.7
1.0,8679.0,8779.0,0.0,710.0,12.1
1.0,8873.0,8972.0,0.0,721.0,12.1
1.0,9063.0,9165.0,0.0,731.0,10.8
1.0,9257.0,9360.0,0.0,741.0,12.8
1.0,9454.0,9557.0,0.0,751.0,13.7
1.0,9647.0,9755.0,0.0,761.0,13.5
1.0,9843.0,9954.0,0.0,771.0,17.6
1.0,10042.0,10152.0,0.0,781.0,25.9
1.0,10241.0,10354.0,0.0,791.0,49.4
1.0,10443.0,10557.0,0.0,801.0,205.4
1.0,10647.0,10761.0,0.0,812.0,435.4
1.0,10851.0,10965.0,0.0,822.0,675.7
1.0,11057.0,11166.0,0.0,832.0,862.6
1.0,11265.0,11370.0,0.0,842.0,1082.1
1.0,11475.0,11578.0,0.0,853.0,1138.3
1.0,11685.0,11789.0,0.0,863.0,1085.9
1.0,11898.0,12001.0,0.0,873.0,856.4
1.0,12111.0,12212.0,0.0,882.0,666.8
1.0,12323.0,12424.0,0.0,893.0,494.4
1.0,12535.0,12639.0,0.0,903.0,326.1
1.0,12746.0,12852.0,0.0,913.0,230.7
1.0,12959.0,13065.0,0.0,923.0,114.1
1.0,13171.0,13280.0,0.0,933.0,461.5
1.0,13387.0,13497.0,0.0,944.0,702.3
1.0,13605.0,13716.0,0.0,954.0,985.3
1.0,13823.0,13934.0,0.0,964.0,976.2
1.0,14041.0,14151.0,0.0,974.0,1063.2
1.0,14259.0,14368.0,0.0,985.0,961.7
1.0,14479.0,14587.0,0.0,994.0,881.6
1.0,14699.0,14809.0,0.0,1004.0,575.5
1.0,14921.0,15033.0,0.0,1014.0,434.4
1.0,15143.0,15257.0,0.0,1025.0,319.1
1.0,15365.0,15482.0,0.0,1035.0,160.7
1.0,15587.0,15709.0,0.0,1045.0,91.4
1.0,15808.0,15937.0,0.0,1055.0,33.1
1.0,16029.0,16163.0,0.0,1066.0,10.3
1.0,16251.0,16390.0,0.0,1076.0,11.3
1.0,16476.0,16622.0,0.0,1086.0,11.5
1.0,16703.0,16855.0,0.0,1096.0,11.9
1.0,16931.0,17089.0,0.0,1106.0,12.3
1.0,17160.0,17321.0,0.0,1116.0,13.7
1.0,17388.0,17553.0,0.0,1126.0,15.0
1.0,17614.0,17784.0,0.0,1136.0,19.2
1.0,17841.0,18014.0,0.0,1146.0,29.9
1.0,18070.0,18247.0,0.0,1157.0,78.9
1.0,18303.0,18482.0,0.0,1167.0,294.4
1.0,18535.0,18717.0,0.0,1177.0,496.6
1.0,18766.0,18953.0,0.0,1187.0,686.0
1.0,18999.0,19189.0,0.0,1198.0,871.7
1.0,19233.0,19425.0,0.0,1207.0,972.6
1.0,19467.0,19661.0,0.0,1217.0,988.6
1.0,19701.0,19898.0,0.0,1227.0,847.0
1.0,19934.0,20135.0,0.0,1238.0,738.4
1.0,20167.0,20372.0,0.0,1248.0,15.3
1.0,20403.0,20611.0,0.0,1258.0,19.9
1.0,20640.0,20853.0,0.0,1268.0,34.0
1.0,20879.0,21095.0,0.0,1279.0,108.9
1.0,21117.0,21337.0,0.0,1289.0,335.6
1.0,21357.0,21579.0,0.0,1299.0,528.1
1.0,21595.0,21820.0,0.0,1309.0,752.2
1.0,21833.0,22060.0,0.0,1319.0,897.8
1.0,22071.0,22300.0,0.0,1329.0,995.5
1.0,22313.0,22542.0,0.0,1339.0,932.1
1.0,22555.0,22785.0,0.0,1349.0,837.0
1.0,22801.0,23030.0,0.0,1359.0,666.2
1.0,23047.0,23272.0,0.0,1370.0,482.6
1.0,23294.0,23517.0,0.0,1380.0,357.1
1.0,23539.0,23759.0,0.0,1390.0,208.2
1.0,23787.0,24004.0,0.0,1400.0,127.2
1.0,24032.0,24249.0,0.0,1411.0,51.9
1.0,24280.0,24498.0,0.0,1420.0,17.4
1.0,24528.0,24748.0,0.0,1430.0,10.9
1.0,24774.0,24995.0,0.0,1440.0,8.8
1.0,25019.0,25241.0,0.0,1451.0,11.2
1.0,25265.0,25488.0,0.0,1461.0,11.3
1.0,25513.0,25736.0,0.0,1471.0,11.2
1.0,25761.0,25986.0,0.0,1481.0,13.5
1.0,26010.0,26235.0,0.0,1492.0,18.2
1.0,26261.0,26484.0,0.0,1502.0,20.7
1.0,26509.0,26733.0,0.0,1512.0,42.7
1.0,26755.0,26981.0,0.0,1521.0,166.4
1.0,27002.0,27231.0,0.0,1532.0,388.3
1.0,27249.0,27481.0,0.0,1542.0,14.5
1.0,27499.0,27734.0,0.0,1552.0,11.3
1.0,27749.0,27989.0,0.0,1562.0,12.2
1.0,27999.0,28245.0,0.0,1572.0,11.3
1.0,2310.0,3032.0,0.0,1.0,20.1
1.0,2314.0,3036.0,0.0,7.0,17.6
1.0,2332.0,3049.0,0.0,13.0,18.6
1.0,2362.0,3063.0,0.0,19.0,18.7
1.0,2399.0,3080.0,0.0,29.0,19.7
1.0,2431.0,3105.0,0.0,40.0,20.3
1.0,2458.0,3135.0,0.0,50.0,21.4
1.0,2498.0,3167.0,0.0,60.0,1764.0
1.0,2542.0,3202.0,0.0,70.0,1150.4
1.0,2594.0,3250.0,0.0,81.0,709.2
1.0,2654.0,3309.0,0.0,91.0,455.3
1.0,2716.0,3375.0,0.0,101.0,240.9
1.0,2782.0,3444.0,0.0,111.0,90.0
1.0,2848.0,3516.0,0.0,120.0,18.6
1.0,2918.0,3593.0,0.0,131.0,18.6
1.0,2996.0,3669.0,0.0,141.0,16.8
1.0,3080.0,3750.0,0.0,151.0,17.2
1.0,3166.0,3836.0,0.0,161.0,18.6
1.0,3256.0,3925.0,0.0,172.0,18.4
1.0,3356.0,4018.0,0.0,182.0,20.2
1.0,3458.0,4114.0,0.0,192.0,24.3
1.0,3560.0,4212.0,0.0,202.0,40.1
1.0,3666.0,4317.0,0.0,213.0,98.4
1.0,3774.0,4423.0,0.0,223.0,399.3
1.0,3882.0,4531.0,0.0,232.0,722.2
1.0,3998.0,4648.0,0.0,242.0,14.0
1.0,4114.0,4765.0,0.0,253.0,13.0
1.0,4232.0,4883.0,0.0,263.0,16.0
1.0,4352.0,5004.0,0.0,273.0,15.9
1.0,4471.0,5126.0,0.0,283.0,14.9
1.0,4597.0,5253.0,0.0,294.0,17.6
1.0,4724.0,5379.0,0.0,304.0,19.8
1.0,4853.0,5510.0,0.0,314.0,24.2
1.0,4984.0,5643.0,0.0,324.0,42.2
1.0,5116.0,5774.0,0.0,335.0,127.4
1.0,5250.0,5908.0,0.0,344.0,440.3
1.0,5388.0,6045.0,0.0,354.0,737.1
1.0,5530.0,6185.0,0.0,364.0,1058.0
1.0,5674.0,6329.0,0.0,374.0,1202.6
1.0,5818.0,6475.0,0.0,385.0,1311.5
1.0,5965.0,6623.0,0.0,395.0,1341.9
1.0,6115.0,6773.0,0.0,405.0,1126.5
1.0,6267.0,6924.0,0.0,415.0,960.5
1.0,6418.0,7075.0,0.0,426.0,676.5
1.0,6572.0,7229.0,0.0,436.0,456.2
1.0,6729.0,7387.0,0.0,446.0,50.7
1.0,6888.0,7548.0,0.0,455.0,176.1
1.0,7046.0,7710.0,0.0,466.0,476.8
1.0,7206.0,7872.0,0.0,476.0,726.5
1.0,7370.0,8037.0,0.0,486.0,924.0
1.0,7534.0,8204.0,0.0,496.0,1156.4
1.0,7698.0,8372.0,0.0,507.0,1360.4
1.0,7864.0,8540.0,0.0,517.0,1203.5
1.0,8030.0,8712.0,0.0,527.0,963.0
1.0,8198.0,8885.0,0.0,537.0,860.4
1.0,8366.0,9059.0,0.0,548.0,632.4
1.0,8539.0,9234.0,0.0,558.0,407.9
1.0,8716.0,9413.0,0.0,567.0,262.4
1.0,8891.0,9595.0,0.0,577.0,138.5
1.0,9066.0,9775.0,0.0,587.0,61.5
1.0,9245.0,9955.0,0.0,598.0,18.1
1.0,9425.0,10137.0,0.0,608.0,12.3
1.0,9604.0,10320.0,0.0,618.0,12.4
1.0,9786.0,10503.0,0.0,628.0,12.9
1.0,9970.0,10691.0,0.0,639.0,13.9
1.0,10154.0,10879.0,0.0,649.0,14.6
1.0,10340.0,11068.0,0.0,659.0,15.2
1.0,10530.0,11259.0,0.0,668.0,18.2
1.0,10718.0,11452.0,0.0,679.0,26.3
1.0,10909.0,11644.0,0.0,689.0,51.8
1.0,11101.0,11837.0,0.0,699.0,206.0
1.0,11291.0,12033.0,0.0,709.0,453.5
1.0,11484.0,12225.0,0.0,720.0,656.6
1.0,11679.0,12421.0,0.0,730.0,839.9
1.0,11874.0,12621.0,0.0,740.0,12.2
1.0,12070.0,12821.0,0.0,750.0,12.8
1.0,12266.0,13019.0,0.0,760.0,13.5
1.0,12465.0,13220.0,0.0,771.0,14.4
1.0,12666.0,13423.0,0.0,780.0,15.6
1.0,12871.0,13627.0,0.0,790.0,18.8
1.0,13074.0,13834.0,0.0,800.0,26.9
1.0,13278.0,14038.0,0.0,811.0,64.2
1.0,13482.0,14243.0,0.0,821.0,254.2
