index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,1.0,21.6
1.0,4.0,4.0,0.0,8.0,20.6
1.0,16.0,12.0,0.0,14.0,1798.0
1.0,28.0,18.0,0.0,20.0,1572.6
1.0,48.0,32.0,0.0,30.0,997.0
1.0,73.0,62.0,0.0,41.0,649.8
1.0,102.0,86.0,0.0,51.0,380.5
1.0,138.0,113.0,0.0,61.0,138.3
1.0,183.0,156.0,0.0,71.0,18.6
1.0,233.0,207.0,0.0,82.0,17.9
1.0,286.0,260.0,0.0,92.0,17.8
1.0,342.0,318.0,0.0,102.0,20.2
1.0,404.0,382.0,0.0,112.0,19.1
1.0,471.0,450.0,0.0,123.0,20.0
1.0,536.0,523.0,0.0,132.0,24.5
1.0,607.0,600.0,0.0,142.0,27.4
1.0,683.0,678.0,0.0,152.0,494.7
1.0,768.0,757.0,0.0,163.0,288.4
1.0,856.0,842.0,0.0,173.0,129.8
1.0,947.0,934.0,0.0,183.0,40.7
1.0,1042.0,1027.0,0.0,193.0,15.2
1.0,1143.0,1122.0,0.0,204.0,16.8
1.0,1243.0,1223.0,0.0,214.0,16.0
1.0,1344.0,1328.0,0.0,224.0,16.8
1.0,1448.0,1434.0,0.0,234.0,19.6
1.0,1557.0,1542.0,0.0,243.0,18.6
1.0,1672.0,1654.0,0.0,254.0,19.6
1.0,1788.0,1769.0,0.0,264.0,27.5
1.0,1905.0,1888.0,0.0,274.0,47.1
1.0,2025.0,2007.0,0.0,284.0,139.3
1.0,2150.0,2128.0,0.0,295.0,478.8
1.0,2278.0,2252.0,0.0,305.0,737.4
1.0,2407.0,2380.0,0.0,315.0,987.2
1.0,2536.0,2509.0,0.0,325.0,1168.3
1.0,2667.0,2640.0,0.0,336.0,1300.3
1.0,2800.0,2773.0,0.0,346.0,1268.4
1.0,2936.0,2908.0,0.0,355.0,1078.5
1.0,3073.0,3049.0,0.0,365.0,916.6
1.0,3212.0,3192.0,0.0,376.0,654.0
1.0,3352.0,3335.0,0.0,386.0,454.1
1.0,3496.0,3480.0,0.0,396.0,53.9
1.0,3640.0,3627.0,0.0,406.0,219.7
1.0,3784.0,3776.0,0.0,417.0,501.3
1.0,3930.0,3925.0,0.0,427.0,722.4
1.0,4082.0,4076.0,0.0,437.0,1001.8
1.0,4236.0,4231.0,0.0,447.0,1358.9
1.0,4390.0,4387.0,0.0,456.0,1211.6
1.0,4546.0,4543.0,0.0,467.0,1177.2
1.0,4703.0,4700.0,0.0,477.0,1178.2
1.0,4862.0,4860.0,0.0,487.0,773.0
1.0,5021.0,5022.0,0.0,497.0,623.1
1.0,5183.0,5188.0,0.0,508.0,371.6
1.0,5348.0,5355.0,0.0,518.0,244.1
1.0,5511.0,5523.0,0.0,528.0,135.0
1.0,5675.0,5691.0,0.0,538.0,58.7
1.0,5842.0,5862.0,0.0,549.0,16.9
1.0,6012.0,6037.0,0.0,559.0,12.6
1.0,6184.0,6211.0,0.0,568.0,14.0
1.0,6354.0,6384.0,0.0,578.0,13.2
1.0,6528.0,6561.0,0.0,589.0,13.8
1.0,6704.0,6741.0,0.0,599.0,17.3
1.0,6880.0,6919.0,0.0,609.0,16.7
1.0,7058.0,7100.0,0.0,619.0,502.3
1.0,7239.0,7285.0,0.0,630.0,355.6
1.0,7419.0,7471.0,0.0,640.0,227.2
1.0,7599.0,7652.0,0.0,650.0,108.1
1.0,7781.0,7838.0,0.0,660.0,40.5
1.0,7965.0,8028.0,0.0,670.0,13.7
1.0,8150.0,8217.0,0.0,680.0,12.1
1.0,8338.0,8409.0,0.0,690.0,12.2
1.0,8528.0,8601.0,0.0,700.0,12.9
1.0,8719.0,8790.0,0.0,710.0,14.1
1.0,8908.0,8981.0,0.0,721.0,13.4
1.0,9100.0,9176.0,0.0,731.0,16.5
1.0,9296.0,9373.0,0.0,741.0,19.6
1.0,9491.0,9570.0,0.0,751.0,28.0
1.0,9688.0,9768.0,0.0,762.0,73.8
1.0,9884.0,9965.0,0.0,772.0,289.7
1.0,10080.0,10164.0,0.0,782.0,571.8
1.0,10280.0,10366.0,0.0,791.0,778.8
1.0,10481.0,10565.0,0.0,802.0,1004.2
1.0,10684.0,10767.0,0.0,812.0,1112.4
1.0,10888.0,10971.0,0.0,822.0,1106.2
1.0,11095.0,11179.0,0.0,832.0,925.3
1.0,11304.0,11388.0,0.0,843.0,763.2
1.0,11513.0,11598.0,0.0,853.0,632.7
1.0,11726.0,11805.0,0.0,863.0,452.2
1.0,11936.0,12016.0,0.0,873.0,313.9
1.0,12148.0,12229.0,0.0,883.0,170.2
1.0,12360.0,12443.0,0.0,894.0,85.9
1.0,12572.0,12656.0,0.0,903.0,30.6
1.0,12782.0,12867.0,0.0,913.0,11.7
1.0,12992.0,13082.0,0.0,923.0,936.5
1.0,13208.0,13302.0,0.0,934.0,1063.4
1.0,13424.0,13522.0,0.0,944.0,1099.6
1.0,13644.0,13740.0,0.0,954.0,909.3
1.0,13865.0,13956.0,0.0,964.0,757.2
1.0,14088.0,14175.0,0.0,975.0,545.6
1.0,14309.0,14397.0,0.0,985.0,420.0
1.0,14530.0,14618.0,0.0,995.0,271.4
1.0,14752.0,14839.0,0.0,1005.0,139.7
1.0,14972.0,15061.0,0.0,1015.0,67.0
1.0,15194.0,15288.0,0.0,1025.0,23.7
1.0,15419.0,15516.0,0.0,1035.0,13.2
1.0,15640.0,15744.0,0.0,1045.0,11.6
1.0,15860.0,15971.0,0.0,1056.0,11.6
1.0,16084.0,16197.0,0.0,1066.0,14.2
1.0,16307.0,16426.0,0.0,1076.0,12.5
1.0,16532.0,16655.0,0.0,1086.0,12.9
1.0,16759.0,16884.0,0.0,1096.0,17.7
1.0,16984.0,17115.0,0.0,1107.0,21.0
1.0,17214.0,17344.0,0.0,1116.0,37.5
1.0,17440.0,17576.0,0.0,1126.0,124.4
1.0,17668.0,17807.0,0.0,1136.0,381.3
1.0,17896.0,18039.0,0.0,1147.0,557.9
1.0,18127.0,18274.0,0.0,1157.0,791.9
1.0,18356.0,18508.0,0.0,1167.0,909.5
1.0,18588.0,18745.0,0.0,1177.0,1007.9
1.0,18820.0,18979.0,0.0,1188.0,1004.2
1.0,19053.0,19215.0,0.0,1198.0,816.2
1.0,19286.0,19453.0,0.0,1208.0,664.8
1.0,19517.0,19690.0,0.0,1218.0,473.4
1.0,19750.0,19926.0,0.0,1228.0,354.2
1.0,19983.0,20164.0,0.0,1238.0,47.6
1.0,20218.0,20404.0,0.0,1248.0,164.7
1.0,20454.0,20646.0,0.0,1258.0,401.1
1.0,20691.0,20885.0,0.0,1268.0,589.3
1.0,20928.0,21124.0,0.0,1279.0,819.4
1.0,21166.0,21363.0,0.0,1289.0,900.4
1.0,21404.0,21602.0,0.0,1299.0,944.2
1.0,21642.0,21840.0,0.0,1309.0,947.0
1.0,21880.0,22080.0,0.0,1320.0,765.4
1.0,22121.0,22323.0,0.0,1329.0,699.8
1.0,22361.0,22564.0,0.0,1339.0,467.6
1.0,22602.0,22806.0,0.0,1349.0,282.6
1.0,22844.0,23046.0,0.0,1360.0,198.7
1.0,23088.0,23288.0,0.0,1370.0,97.8
1.0,23334.0,23534.0,0.0,1380.0,40.0
1.0,23580.0,23780.0,0.0,1390.0,14.1
1.0,23828.0,24028.0,0.0,1401.0,12.7
1.0,24076.0,24277.0,0.0,1411.0,10.9
1.0,24324.0,24525.0,0.0,1421.0,11.7
1.0,24568.0,24771.0,0.0,1430.0,14.2
1.0,24810.0,25016.0,0.0,1441.0,12.8
1.0,25052.0,25261.0,0.0,1451.0,14.0
1.0,25296.0,25509.0,0.0,1461.0,17.9
1.0,25544.0,25760.0,0.0,1471.0,25.1
1.0,25793.0,26012.0,0.0,1481.0,56.4
1.0,26046.0,26264.0,0.0,1492.0,82.0
1.0,26300.0,26516.0,0.0,1502.0,32.5
1.0,26550.0,26763.0,0.0,1512.0,606.1
1.0,26800.0,27012.0,0.0,1522.0,834.8
1.0,27044.0,27260.0,0.0,1533.0,10.8
1.0,2312.0,3076.0,0.0,1.0,2127.1
1.0,2316.0,3079.0,0.0,6.0,2151.3
1.0,2328.0,3092.0,0.0,12.0,1980.2
1.0,2349.0,3115.0,0.0,19.0,22.9
1.0,2380.0,3146.0,0.0,29.0,35.6
1.0,2409.0,3172.0,0.0,40.0,62.9
1.0,2440.0,3202.0,0.0,50.0,226.1
1.0,2475.0,3231.0,0.0,60.0,786.1
1.0,2522.0,3268.0,0.0,69.0,1112.0
1.0,2578.0,3319.0,0.0,80.0,1502.7
1.0,2634.0,3374.0,0.0,90.0,1759.6
1.0,2691.0,3432.0,0.0,100.0,2042.7
1.0,2753.0,3501.0,0.0,110.0,1897.3
1.0,2822.0,3573.0,0.0,121.0,1616.8
1.0,2896.0,3646.0,0.0,131.0,1363.5
1.0,2968.0,3720.0,0.0,141.0,1026.7
1.0,3046.0,3801.0,0.0,151.0,650.2
1.0,3132.0,3889.0,0.0,162.0,61.1
1.0,3226.0,3978.0,0.0,172.0,245.7
1.0,3322.0,4068.0,0.0,182.0,585.0
1.0,3421.0,4164.0,0.0,191.0,919.4
1.0,3522.0,4265.0,0.0,202.0,1140.3
1.0,3622.0,4365.0,0.0,212.0,1421.1
1.0,3726.0,4466.0,0.0,222.0,1527.1
1.0,3837.0,4576.0,0.0,232.0,1409.1
1.0,3949.0,4690.0,0.0,242.0,1252.7
1.0,4065.0,4803.0,0.0,253.0,945.8
1.0,4183.0,4922.0,0.0,263.0,705.1
1.0,4300.0,5041.0,0.0,273.0,495.9
1.0,4421.0,5163.0,0.0,283.0,306.3
1.0,4544.0,5288.0,0.0,293.0,146.2
1.0,4672.0,5417.0,0.0,303.0,59.1
1.0,4801.0,5547.0,0.0,313.0,17.6
1.0,4928.0,5679.0,0.0,323.0,14.0
1.0,5060.0,5812.0,0.0,334.0,16.1
1.0,5196.0,5946.0,0.0,344.0,14.8
1.0,5335.0,6086.0,0.0,354.0,1263.7
1.0,5476.0,6228.0,0.0,364.0,1057.5
1.0,5616.0,6372.0,0.0,375.0,832.1
1.0,5762.0,6517.0,0.0,385.0,569.4
1.0,5912.0,6665.0,0.0,395.0,352.7
1.0,6064.0,6815.0,0.0,404.0,233.8
1.0,6214.0,6968.0,0.0,415.0,115.1
1.0,6366.0,7122.0,0.0,425.0,41.4
1.0,6523.0,7276.0,0.0,435.0,13.6
1.0,6680.0,7434.0,0.0,445.0,12.8
1.0,6835.0,7593.0,0.0,455.0,11.7
1.0,6994.0,7752.0,0.0,466.0,13.9
1.0,7156.0,7913.0,0.0,476.0,15.2
1.0,7317.0,8078.0,0.0,486.0,13.5
1.0,7480.0,8245.0,0.0,496.0,17.7
1.0,7646.0,8412.0,0.0,507.0,21.5
1.0,7811.0,8580.0,0.0,516.0,33.4
1.0,7976.0,8750.0,0.0,526.0,90.7
1.0,8144.0,8922.0,0.0,536.0,341.1
1.0,8316.0,9097.0,0.0,547.0,590.5
1.0,8488.0,9271.0,0.0,557.0,840.4
1.0,8663.0,9450.0,0.0,567.0,990.7
1.0,8836.0,9625.0,0.0,577.0,12.6
1.0,9014.0,9803.0,0.0,588.0,10.7
1.0,9194.0,9983.0,0.0,598.0,14.3
1.0,9373.0,10166.0,0.0,608.0,15.7
1.0,9556.0,10350.0,0.0,618.0,16.5
1.0,9738.0,10534.0,0.0,627.0,23.1
1.0,9919.0,10721.0,0.0,638.0,40.8
1.0,10104.0,10905.0,0.0,648.0,105.3
1.0,10289.0,11094.0,0.0,658.0,419.5
1.0,10475.0,11286.0,0.0,668.0,636.6
1.0,10664.0,11478.0,0.0,679.0,865.0
1.0,10854.0,11669.0,0.0,689.0,1048.1
1.0,11044.0,11862.0,0.0,699.0,1107.3
1.0,11237.0,12057.0,0.0,709.0,1089.3
1.0,11432.0,12252.0,0.0,720.0,892.3
1.0,11624.0,12450.0,0.0,730.0,832.4
1.0,11816.0,12646.0,0.0,739.0,626.3
1.0,12011.0,12842.0,0.0,749.0,440.1
1.0,12208.0,13043.0,0.0,760.0,275.6
1.0,12406.0,13247.0,0.0,770.0,164.4
1.0,12608.0,13453.0,0.0,780.0,69.0
1.0,12812.0,13657.0,0.0,790.0,20.3
1.0,13015.0,13860.0,0.0,801.0,13.9
1.0,13216.0,14064.0,0.0,811.0,11.9
1.0,13420.0,14271.0,0.0,821.0,10.7
1.0,13626.0,14478.0,0.0,831.0,13.5
1.0,13831.0,14686.0,0.0,840.0,12.9
1.0,14036.0,14895.0,0.0,851.0,12.0
1.0,14244.0,15107.0,0.0,861.0,18.1
1.0,14455.0,15322.0,0.0,871.0,375.3
1.0,14668.0,15536.0,0.0,881.0,222.2
1.0,14880.0,15746.0,0.0,892.0,120.6
1.0,15096.0,15962.0,0.0,902.0,50.2
1.0,15310.0,16175.0,0.0,912.0,16.3
1.0,15528.0,16392.0,0.0,922.0,10.5
1.0,15747.0,16610.0,0.0,933.0,11.7
1.0,15964.0,16826.0,0.0,943.0,11.7
1.0,16180.0,17044.0,0.0,953.0,10.1
1.0,16398.0,17263.0,0.0,962.0,13.8
1.0,16617.0,17483.0,0.0,973.0,15.1
1.0,16836.0,17703.0,0.0,983.0,16.4
1.0,17054.0,17925.0,0.0,993.0,26.1
1.0,17272.0,18148.0,0.0,1003.0,55.9
1.0,17495.0,18374.0,0.0,1014.0,226.3
1.0,17719.0,18600.0,0.0,1024.0,466.2
1.0,17944.0,18825.0,0.0,1034.0,657.8
1.0,18170.0,19050.0,0.0,1044.0,899.4
1.0,18396.0,19276.0,0.0,1055.0,968.0
1.0,18624.0,19502.0,0.0,1064.0,1028.0
1.0,18852.0,19731.0,0.0,1074.0,1009.6
1.0,19078.0,19959.0,0.0,1084.0,745.0
1.0,19304.0,20188.0,0.0,1094.0,706.5
1.0,19530.0,20418.0,0.0,1105.0,446.1
1.0,19756.0,20646.0,0.0,1115.0,291.3
1.0,19980.0,20877.0,0.0,1125.0,198.7
1.0,20206.0,21110.0,0.0,1135.0,88.7
1.0,20435.0,21343.0,0.0,1146.0,38.1
1.0,20664.0,21579.0,0.0,1156.0,12.1
1.0,20892.0,21812.0,0.0,1166.0,894.7
1.0,21124.0,22045.0,0.0,1175.0,940.8
1.0,21354.0,22279.0,0.0,1186.0,1090.3
1.0,21587.0,22512.0,0.0,1196.0,842.4
1.0,21819.0,22747.0,0.0,1206.0,733.4
1.0,22051.0,22982.0,0.0,1216.0,530.9
1.0,22284.0,23219.0,0.0,1227.0,445.6
1.0,22516.0,23457.0,0.0,1237.0,268.6
1.0,22750.0,23694.0,0.0,1247.0,159.1
1.0,22984.0,23932.0,0.0,1257.0,73.1
1.0,23217.0,24169.0,0.0,1267.0,27.5
1.0,23454.0,24409.0,0.0,1277.0,10.9
1.0,23689.0,24649.0,0.0,1287.0,10.3
1.0,23924.0,24884.0,0.0,1297.0,11.2
1.0,24157.0,25123.0,0.0,1307.0,11.8
1.0,24392.0,25362.0,0.0,1318.0,9.9
1.0,24632.0,25603.0,0.0,1328.0,13.2
1.0,24872.0,25846.0,0.0,1338.0,15.0
1.0,25114.0,26089.0,0.0,1348.0,17.9
1.0,25354.0,26333.0,0.0,1359.0,32.3
1.0,25592.0,26572.0,0.0,1369.0,97.5
1.0,25830.0,26811.0,0.0,1378.0,319.5
1.0,26068.0,27054.0,0.0,1388.0,513.0
1.0,26308.0,27298.0,0.0,1399.0,752.5
1.0,26550.0,27544.0,0.0,1409.0,833.9
1.0,26795.0,27790.0,0.0,1419.0,970.6
1.0,27041.0,28037.0,0.0,1429.0,973.6
1.0,27288.0,28282.0,0.0,1440.0,781.5
1.0,27536.0,28526.0,0.0,1450.0,11.5
1.0,27783.0,28770.0,0.0,1460.0,15.4
1.0,28028.0,29014.0,0.0,1470.0,22.3
1.0,28275.0,29263.0,0.0,1480.0,37.9
1.0,28520.0,29511.0,0.0,1490.0,140.3
1.0,28767.0,29758.0,0.0,1500.0,369.4
1.0,29011.0,30006.0,0.0,1510.0,550.7
1.0,29254.0,30256.0,0.0,1520.0,755.6
1.0,29500.0,30508.0,0.0,1531.0,842.3
1.0,29750.0,30760.0,0.0,1541.0,1015.9
1.0,30001.0,31013.0,0.0,1551.0,915.5
1.0,2189.0,2940.0,0.0,1.0,328.2
1.0,2193.0,2944.0,0.0,7.0,683.7
1.0,2201.0,2951.0,0.0,14.0,1025.7
1.0,2211.0,2958.0,0.0,20.0,80.0
1.0,2229.0,2966.0,0.0,30.0,18.6
1.0,2257.0,2991.0,0.0,40.0,18.5
1.0,2287.0,3021.0,0.0,50.0,17.0
1.0,2323.0,3048.0,0.0,61.0,19.7
1.0,2361.0,3086.0,0.0,71.0,20.5
1.0,2412.0,3130.0,0.0,81.0,20.2
1.0,2468.0,3183.0,0.0,91.0,24.8
1.0,2527.0,3243.0,0.0,102.0,34.3
1.0,2589.0,3309.0,0.0,111.0,75.8
1.0,2655.0,3376.0,0.0,121.0,294.3
1.0,2724.0,3448.0,0.0,131.0,116.6
1.0,2797.0,3524.0,0.0,142.0,29.2
1.0,2876.0,3604.0,0.0,152.0,13.5
1.0,2957.0,3686.0,0.0,162.0,16.1
1.0,3043.0,3773.0,0.0,172.0,16.9
1.0,3133.0,3865.0,0.0,182.0,15.5
1.0,3227.0,3957.0,0.0,193.0,18.1
1.0,3322.0,4052.0,0.0,203.0,21.6
1.0,3418.0,4152.0,0.0,213.0,22.1
1.0,3522.0,4252.0,0.0,222.0,33.3
1.0,3629.0,4357.0,0.0,233.0,78.5
1.0,3733.0,4468.0,0.0,243.0,305.5
1.0,3844.0,4581.0,0.0,253.0,687.2
1.0,3956.0,4690.0,0.0,263.0,946.1
1.0,4069.0,4806.0,0.0,274.0,1185.4
1.0,4186.0,4923.0,0.0,284.0,1387.2
1.0,4303.0,5045.0,0.0,294.0,1563.5
1.0,4425.0,5169.0,0.0,304.0,1299.6
1.0,4551.0,5293.0,0.0,315.0,1104.3
1.0,4678.0,5422.0,0.0,325.0,19.3
1.0,4809.0,5551.0,0.0,334.0,25.4
1.0,4939.0,5682.0,0.0,344.0,36.1
1.0,5073.0,5818.0,0.0,355.0,93.3
1.0,5211.0,5957.0,0.0,365.0,374.5
1.0,5349.0,6097.0,0.0,375.0,687.5
1.0,5488.0,6238.0,0.0,385.0,955.0
1.0,5629.0,6382.0,0.0,395.0,1259.2
1.0,5773.0,6526.0,0.0,406.0,1358.8
1.0,5918.0,6675.0,0.0,416.0,1295.3
1.0,6066.0,6823.0,0.0,426.0,1173.3
1.0,6213.0,6974.0,0.0,436.0,985.2
1.0,6363.0,7125.0,0.0,446.0,763.2
1.0,6515.0,7279.0,0.0,456.0,489.5
1.0,6671.0,7435.0,0.0,466.0,349.4
1.0,6825.0,7593.0,0.0,476.0,206.3
1.0,6982.0,7750.0,0.0,487.0,86.9
1.0,7141.0,7910.0,0.0,497.0,32.0
1.0,7303.0,8072.0,0.0,507.0,12.4
1.0,7463.0,8234.0,0.0,517.0,10.5
1.0,7627.0,8396.0,0.0,528.0,1242.8
1.0,7793.0,8562.0,0.0,538.0,1285.6
1.0,7962.0,8730.0,0.0,548.0,1052.6
1.0,8131.0,8900.0,0.0,557.0,936.2
1.0,8303.0,9070.0,0.0,567.0,632.7
1.0,8476.0,9240.0,0.0,578.0,452.6
1.0,8649.0,9411.0,0.0,588.0,272.0
1.0,8821.0,9584.0,0.0,598.0,159.8
1.0,8996.0,9758.0,0.0,608.0,73.8
1.0,9171.0,9934.0,0.0,619.0,22.3
1.0,9345.0,10110.0,0.0,629.0,12.1
1.0,9521.0,10289.0,0.0,639.0,12.3
1.0,9698.0,10470.0,0.0,649.0,13.1
1.0,9877.0,10654.0,0.0,660.0,13.2
1.0,10058.0,10835.0,0.0,669.0,15.8
1.0,10239.0,11018.0,0.0,679.0,15.9
1.0,10421.0,11202.0,0.0,689.0,18.8
1.0,10604.0,11386.0,0.0,700.0,27.0
1.0,10792.0,11570.0,0.0,710.0,49.9
1.0,10981.0,11758.0,0.0,720.0,174.5
1.0,11170.0,11944.0,0.0,730.0,437.1
1.0,11356.0,12131.0,0.0,741.0,696.3
1.0,11545.0,12318.0,0.0,751.0,897.4
1.0,11731.0,12508.0,0.0,761.0,1153.4
1.0,11917.0,12696.0,0.0,770.0,1131.0
1.0,12107.0,12887.0,0.0,780.0,1078.9
1.0,12297.0,13081.0,0.0,791.0,938.6
1.0,12484.0,13274.0,0.0,801.0,746.4
1.0,12673.0,13469.0,0.0,811.0,550.2
1.0,12868.0,13667.0,0.0,821.0,392.4
1.0,13061.0,13862.0,0.0,832.0,236.3
1.0,13255.0,14057.0,0.0,842.0,123.2
1.0,13449.0,14254.0,0.0,852.0,49.6
1.0,13643.0,14450.0,0.0,862.0,16.0
1.0,13839.0,14646.0,0.0,872.0,11.8
1.0,14037.0,14846.0,0.0,882.0,1043.8
1.0,14235.0,15046.0,0.0,892.0,1151.3
1.0,14433.0,15246.0,0.0,902.0,1000.4
1.0,14632.0,15449.0,0.0,913.0,855.8
1.0,14833.0,15652.0,0.0,923.0,656.2
1.0,15031.0,15854.0,0.0,933.0,481.1
1.0,15231.0,16057.0,0.0,943.0,316.5
1.0,15430.0,16258.0,0.0,954.0,201.5
1.0,15629.0,16460.0,0.0,964.0,97.3
1.0,15833.0,16666.0,0.0,974.0,39.1
1.0,16038.0,16872.0,0.0,983.0,11.0
1.0,16241.0,17076.0,0.0,993.0,12.1
1.0,16444.0,17282.0,0.0,1004.0,11.8
1.0,16647.0,17490.0,0.0,1014.0,10.4
1.0,16852.0,17700.0,0.0,1024.0,12.8
1.0,17061.0,17912.0,0.0,1034.0,15.1
1.0,17271.0,18123.0,0.0,1045.0,15.1
1.0,17481.0,18334.0,0.0,1055.0,19.4
1.0,17689.0,18549.0,0.0,1065.0,31.4
1.0,17899.0,18764.0,0.0,1075.0,78.1
1.0,18111.0,18977.0,0.0,1086.0,272.2
1.0,18324.0,19188.0,0.0,1095.0,503.9
1.0,18533.0,19401.0,0.0,1105.0,750.9
1.0,18745.0,19617.0,0.0,1115.0,942.3
1.0,18960.0,19836.0,0.0,1126.0,1043.6
1.0,19177.0,20053.0,0.0,1136.0,1039.6
1.0,19394.0,20269.0,0.0,1146.0,943.1
1.0,19610.0,20485.0,0.0,1156.0,848.4
1.0,19826.0,20703.0,0.0,1167.0,562.6
1.0,20045.0,20922.0,0.0,1177.0,431.8
1.0,20267.0,21141.0,0.0,1187.0,35.6
1.0,20491.0,21360.0,0.0,1197.0,94.1
1.0,20713.0,21581.0,0.0,1206.0,350.9
1.0,20935.0,21805.0,0.0,1217.0,586.0
1.0,21157.0,22027.0,0.0,1227.0,752.4
1.0,21379.0,22248.0,0.0,1237.0,956.2
1.0,21597.0,22470.0,0.0,1247.0,1076.1
1.0,21817.0,22696.0,0.0,1258.0,1004.4
1.0,22041.0,22924.0,0.0,1268.0,910.4
1.0,22269.0,23155.0,0.0,1278.0,678.3
1.0,22497.0,23384.0,0.0,1288.0,546.0
1.0,22725.0,23610.0,0.0,1299.0,401.6
1.0,22954.0,23840.0,0.0,1308.0,232.3
1.0,23185.0,24066.0,0.0,1318.0,138.7
1.0,23413.0,24292.0,0.0,1328.0,60.7
1.0,23641.0,24521.0,0.0,1339.0,21.3
1.0,23867.0,24750.0,0.0,1349.0,8.7
1.0,24097.0,24981.0,0.0,1359.0,11.5
1.0,24324.0,25211.0,0.0,1369.0,11.9
1.0,24551.0,25443.0,0.0,1380.0,10.2
1.0,24777.0,25675.0,0.0,1390.0,12.4
1.0,25009.0,25912.0,0.0,1400.0,13.8
1.0,25239.0,26148.0,0.0,1409.0,15.2
1.0,25469.0,26381.0,0.0,1419.0,22.3
1.0,25702.0,26612.0,0.0,1430.0,40.1
1.0,25933.0,26846.0,0.0,1440.0,158.6
1.0,26167.0,27082.0,0.0,1450.0,359.0
1.0,26401.0,27316.0,0.0,1460.0,605.7
1.0,26633.0,27550.0,0.0,1471.0,10.9
1.0,26869.0,27790.0,0.0,1481.0,11.4
1.0,27105.0,28030.0,0.0,1491.0,11.2
1.0,27340.0,28268.0,0.0,1501.0,12.9
1.0,27574.0,28502.0,0.0,1512.0,12.4
1.0,27806.0,28739.0,0.0,1521.0,13.8
1.0,28043.0,28977.0,0.0,1531.0,19.4
1.0,28279.0,29214.0,0.0,1541.0,23.0
1.0,28513.0,29451.0,0.0,1552.0,50.8
1.0,28749.0,29692.0,0.0,1562.0,191.0
1.0,1994.0,2638.0,0.0,1.0,1049.7
1.0,1996.0,2640.0,0.0,6.0,65.5
1.0,2005.0,2652.0,0.0,13.0,731.0
1.0,2020.0,2674.0,0.0,20.0,536.6
1.0,2048.0,2703.0,0.0,30.0,244.6
1.0,2080.0,2728.0,0.0,40.0,63.1
1.0,2106.0,2759.0,0.0,50.0,18.3
1.0,2141.0,2790.0,0.0,60.0,18.9
1.0,2186.0,2827.0,0.0,70.0,18.4
1.0,2234.0,2877.0,0.0,80.0,19.1
1.0,2289.0,2932.0,0.0,90.0,1552.0
1.0,2350.0,2994.0,0.0,101.0,1371.2
1.0,2412.0,3064.0,0.0,111.0,956.0
1.0,2481.0,3135.0,0.0,121.0,705.0
1.0,2552.0,3207.0,0.0,131.0,407.0
1.0,2628.0,3282.0,0.0,142.0,221.8
1.0,2711.0,3364.0,0.0,152.0,87.0
1.0,2800.0,3451.0,0.0,162.0,23.8
1.0,2890.0,3538.0,0.0,172.0,15.6
1.0,2983.0,3626.0,0.0,182.0,15.9
1.0,3080.0,3722.0,0.0,192.0,17.5
1.0,3178.0,3821.0,0.0,202.0,17.3
1.0,3280.0,3923.0,0.0,212.0,17.4
1.0,3388.0,4030.0,0.0,223.0,19.6
1.0,3496.0,4138.0,0.0,233.0,22.7
1.0,3606.0,4248.0,0.0,243.0,34.8
1.0,3719.0,4363.0,0.0,253.0,84.7
1.0,3833.0,4479.0,0.0,263.0,325.7
1.0,3952.0,4595.0,0.0,274.0,42.5
1.0,4073.0,4714.0,0.0,284.0,13.5
1.0,4194.0,4838.0,0.0,293.0,15.2
1.0,4318.0,4965.0,0.0,303.0,14.7
1.0,4447.0,5093.0,0.0,314.0,13.1
1.0,4574.0,5224.0,0.0,324.0,16.4
1.0,4704.0,5354.0,0.0,334.0,17.5
1.0,4832.0,5486.0,0.0,344.0,17.0
1.0,4964.0,5624.0,0.0,355.0,22.4
1.0,5102.0,5763.0,0.0,365.0,36.8
1.0,5243.0,5903.0,0.0,375.0,98.3
1.0,5384.0,6047.0,0.0,385.0,380.9
1.0,5526.0,6194.0,0.0,396.0,669.8
1.0,5670.0,6339.0,0.0,405.0,922.8
1.0,5818.0,6485.0,0.0,415.0,1133.6
1.0,5968.0,6631.0,0.0,425.0,1303.7
1.0,6116.0,6781.0,0.0,435.0,1270.9
1.0,6267.0,6934.0,0.0,446.0,1144.6
1.0,6424.0,7090.0,0.0,456.0,862.7
1.0,6580.0,7248.0,0.0,466.0,728.0
1.0,6732.0,7406.0,0.0,476.0,575.4
1.0,6889.0,7564.0,0.0,487.0,332.7
