index,encoder1,encoder2,turn angle degrees,ms,mA
1.0,0.0,0.0,0.0,1.0,486.9
1.0,3.0,4.0,0.0,8.0,345.9
1.0,14.0,14.0,0.0,15.0,579.5
1.0,27.0,31.0,0.0,21.0,814.4
1.0,43.0,60.0,0.0,31.0,1084.3
1.0,61.0,82.0,0.0,41.0,1460.6
1.0,79.0,94.0,0.0,52.0,1788.3
1.0,99.0,117.0,0.0,62.0,1659.5
1.0,129.0,149.0,0.0,72.0,1383.0
1.0,163.0,184.0,0.0,81.0,1095.6
1.0,200.0,221.0,0.0,92.0,836.7
1.0,237.0,264.0,0.0,102.0,602.8
1.0,279.0,311.0,0.0,112.0,361.0
1.0,326.0,357.0,0.0,122.0,189.9
1.0,375.0,406.0,0.0,133.0,79.1
1.0,426.0,457.0,0.0,143.0,21.2
1.0,479.0,511.0,0.0,153.0,17.0
1.0,535.0,567.0,0.0,163.0,15.3
1.0,593.0,626.0,0.0,174.0,14.7
1.0,655.0,690.0,0.0,184.0,17.7
1.0,715.0,752.0,0.0,193.0,17.0
1.0,779.0,815.0,0.0,203.0,17.0
1.0,844.0,882.0,0.0,213.0,23.3
1.0,911.0,954.0,0.0,224.0,35.0
1.0,983.0,1027.0,0.0,234.0,101.5
1.0,1059.0,1102.0,0.0,244.0,353.4
1.0,1131.0,1177.0,0.0,254.0,601.2
1.0,1203.0,1254.0,0.0,265.0,833.5
1.0,1279.0,1334.0,0.0,275.0,1090.2
1.0,1360.0,1410.0,0.0,285.0,1230.8
1.0,1441.0,1490.0,0.0,294.0,965.6
1.0,1521.0,1574.0,0.0,305.0,16.0
1.0,1605.0,1661.0,0.0,315.0,17.6
1.0,1693.0,1746.0,0.0,325.0,20.5
1.0,1780.0,1834.0,0.0,335.0,31.3
1.0,1868.0,1925.0,0.0,346.0,76.1
1.0,1959.0,2018.0,0.0,356.0,300.6
1.0,2052.0,2109.0,0.0,366.0,510.8
1.0,2146.0,2205.0,0.0,376.0,733.0
1.0,2242.0,2302.0,0.0,387.0,859.3
1.0,2340.0,2400.0,0.0,397.0,1033.9
1.0,2439.0,2499.0,0.0,406.0,944.2
1.0,2537.0,2598.0,0.0,416.0,863.1
1.0,2639.0,2698.0,0.0,426.0,629.9
1.0,2741.0,2801.0,0.0,437.0,512.7
1.0,2847.0,2907.0,0.0,447.0,313.4
1.0,2954.0,3013.0,0.0,457.0,199.3
1.0,3063.0,3119.0,0.0,467.0,105.3
1.0,3171.0,3227.0,0.0,478.0,39.7
1.0,3279.0,3335.0,0.0,488.0,12.6
1.0,3389.0,3445.0,0.0,498.0,12.0
1.0,3502.0,3557.0,0.0,507.0,12.6
1.0,3615.0,3670.0,0.0,518.0,13.2
1.0,3729.0,3784.0,0.0,528.0,821.8
1.0,3841.0,3898.0,0.0,538.0,697.6
1.0,3955.0,4014.0,0.0,548.0,512.0
1.0,4071.0,4130.0,0.0,559.0,329.2
1.0,4187.0,4248.0,0.0,569.0,228.3
1.0,4305.0,4367.0,0.0,579.0,118.5
1.0,4423.0,4487.0,0.0,589.0,47.1
1.0,4539.0,4608.0,0.0,599.0,15.0
1.0,4659.0,4728.0,0.0,610.0,10.4
1.0,4783.0,4850.0,0.0,619.0,12.6
1.0,4907.0,4976.0,0.0,629.0,12.3
1.0,5031.0,5103.0,0.0,639.0,11.6
1.0,5155.0,5230.0,0.0,650.0,14.8
1.0,5282.0,5355.0,0.0,660.0,16.3
1.0,5411.0,5482.0,0.0,670.0,18.2
1.0,5542.0,5611.0,0.0,680.0,25.9
1.0,5670.0,5740.0,0.0,691.0,74.5
1.0,5797.0,5868.0,0.0,701.0,293.2
1.0,5928.0,5997.0,0.0,711.0,509.9
1.0,6061.0,6128.0,0.0,720.0,646.2
1.0,6194.0,6262.0,0.0,731.0,796.7
1.0,6323.0,6394.0,0.0,741.0,900.8
1.0,6455.0,6526.0,0.0,751.0,843.3
1.0,6591.0,6660.0,0.0,761.0,716.2
1.0,6725.0,6795.0,0.0,772.0,565.0
1.0,6859.0,6931.0,0.0,782.0,412.0
1.0,6992.0,7067.0,0.0,792.0,272.2
1.0,7129.0,7203.0,0.0,802.0,53.5
1.0,7264.0,7340.0,0.0,812.0,206.9
1.0,7399.0,7475.0,0.0,823.0,404.0
1.0,7533.0,7612.0,0.0,832.0,590.2
1.0,7667.0,7748.0,0.0,842.0,749.2
1.0,7805.0,7885.0,0.0,852.0,855.2
0.0,4.0,5.0,0.0,862.0,6.6
1.0,1207.0,1321.0,0.0,1.0,217.2
1.0,1210.0,1324.0,0.0,7.0,457.2
1.0,1217.0,1331.0,0.0,13.0,702.7
1.0,1224.0,1336.0,0.0,20.0,55.8
1.0,1231.0,1344.0,0.0,30.0,18.0
1.0,1244.0,1362.0,0.0,40.0,18.1
1.0,1269.0,1384.0,0.0,50.0,16.3
1.0,1294.0,1404.0,0.0,61.0,19.5
1.0,1326.0,1423.0,0.0,71.0,19.6
1.0,1362.0,1457.0,0.0,81.0,20.4
1.0,1397.0,1497.0,0.0,91.0,23.9
1.0,1435.0,1539.0,0.0,102.0,39.5
1.0,1477.0,1582.0,0.0,111.0,87.8
1.0,1518.0,1630.0,0.0,121.0,343.8
1.0,1562.0,1680.0,0.0,131.0,637.8
1.0,1612.0,1734.0,0.0,141.0,959.3
1.0,1666.0,1790.0,0.0,152.0,1069.7
1.0,1723.0,1848.0,0.0,162.0,1173.2
1.0,1783.0,1907.0,0.0,172.0,1146.8
1.0,1846.0,1968.0,0.0,182.0,969.6
1.0,1912.0,2029.0,0.0,193.0,762.8
1.0,1978.0,2093.0,0.0,203.0,551.2
1.0,2045.0,2162.0,0.0,213.0,370.7
1.0,2114.0,2233.0,0.0,222.0,223.9
1.0,2185.0,2307.0,0.0,233.0,234.9
1.0,2258.0,2382.0,0.0,243.0,489.5
1.0,2331.0,2461.0,0.0,253.0,808.3
1.0,2406.0,2541.0,0.0,263.0,1011.7
1.0,2486.0,2621.0,0.0,274.0,1053.5
1.0,2569.0,2704.0,0.0,284.0,1048.4
1.0,2653.0,2790.0,0.0,294.0,940.8
1.0,2736.0,2876.0,0.0,304.0,815.8
1.0,2822.0,2963.0,0.0,315.0,601.0
